state,name,count,total_per_year,percentage
VT,Liam,40,2878,0.01389854065323141
RI,Olivia,83,6685,0.012415856394913986
VT,Oliver,35,2878,0.012161223071577484
WY,Emma,39,3256,0.011977886977886978
VT,Jackson,34,2878,0.0118137595552467
WY,Liam,38,3256,0.01167076167076167
RI,Emma,77,6685,0.011518324607329843
VT,Emma,33,2878,0.011466296038915913
VT,Mason,33,2878,0.011466296038915913
WY,Mason,37,3256,0.011363636363636364
DE,Ava,69,6171,0.01118133203694701
VT,Owen,32,2878,0.011118832522585128
RI,Sophia,74,6685,0.01106955871353777
NH,Olivia,91,8286,0.010982379917933865
VT,Carter,31,2878,0.010771369006254344
RI,Noah,72,6685,0.010770381451009723
WY,Harper,35,3256,0.01074938574938575
NH,Charlotte,87,8286,0.010499637943519189
RI,Mason,69,6685,0.010321615557217651
RI,Liam,69,6685,0.010321615557217651
NH,Jackson,85,8286,0.010258266956311851
VT,Wyatt,29,2878,0.010076441973592773
VT,Ava,29,2878,0.010076441973592773
WV,Emma,143,14220,0.010056258790436005
MT,Emma,69,6968,0.009902411021814007
NH,Emma,82,8286,0.009896210475500844
DC,William,78,7888,0.00988843813387424
RI,Logan,66,6685,0.00987284966342558
AK,Olivia,56,5697,0.009829734948218361
HI,Noah,77,7838,0.009823934677213575
DE,Mason,60,6171,0.009722897423432183
ME,Owen,78,8050,0.00968944099378882
ME,Liam,78,8050,0.00968944099378882
AL,William,411,42522,0.009665584873712432
WV,Noah,137,14220,0.009634317862165964
HI,Liam,75,7838,0.009568767542740495
DE,Noah,59,6171,0.009560849133041647
WY,Olivia,31,3256,0.009520884520884522
ND,Ava,70,7416,0.009439050701186624
RI,Ava,63,6685,0.009424083769633508
DE,Olivia,58,6171,0.00939880084265111
VT,Samuel,27,2878,0.009381514940931202
DC,Henry,74,7888,0.009381338742393509
ME,Emma,75,8050,0.009316770186335404
HI,Mia,73,7838,0.009313600408267415
ND,Emma,69,7416,0.0093042071197411
AK,Liam,53,5697,0.009303142004563806
DE,Liam,57,6171,0.009236752552260573
DE,Sophia,57,6171,0.009236752552260573
RI,Alexander,61,6685,0.00912490650710546
SC,William,357,39463,0.009046448572080177
MT,William,63,6968,0.009041331802525832
VT,Noah,26,2878,0.009034051424600417
VT,Harper,26,2878,0.009034051424600417
RI,Michael,60,6685,0.008975317875841436
WV,Liam,127,14220,0.008931082981715893
NH,Benjamin,74,8286,0.008930726526671495
WY,Benjamin,29,3256,0.008906633906633907
WY,Wyatt,29,3256,0.008906633906633907
RI,Benjamin,59,6685,0.008825729244577411
NH,Owen,73,8286,0.008810041033067826
VT,Alexander,25,2878,0.008686587908269632
VT,Parker,25,2878,0.008686587908269632
VT,Charlotte,25,2878,0.008686587908269632
VT,Logan,25,2878,0.008686587908269632
RI,Isabella,58,6685,0.008676140613313389
NM,Noah,131,15112,0.00866860772895712
ND,Olivia,64,7416,0.008629989212513484
SD,Oliver,62,7189,0.008624287105299763
DC,James,68,7888,0.008620689655172414
MS,Ava,214,24872,0.008604052750080412
AK,Emma,49,5697,0.008601018079691065
WY,Luke,28,3256,0.0085995085995086
DE,Jackson,53,6171,0.008588559390698428
WV,Mason,122,14220,0.008579465541490859
ME,Mason,69,8050,0.008571428571428572
NH,Noah,71,8286,0.008568670045860488
NH,Mason,71,8286,0.008568670045860488
HI,Emma,67,7838,0.008548099004848176
RI,Lucas,57,6685,0.008526551982049364
MS,William,212,24872,0.008523641042135734
ND,Liam,63,7416,0.00849514563106796
ME,Oliver,68,8050,0.0084472049689441
VT,Henry,24,2878,0.008339124391938846
VT,Isabella,24,2878,0.008339124391938846
VT,Sawyer,24,2878,0.008339124391938846
KY,William,334,40067,0.008336037137794195
MA,Benjamin,454,54463,0.008335934487633806
ME,Olivia,67,8050,0.008322981366459627
HI,Mason,65,7838,0.008292931870375095
DE,Michael,51,6171,0.008264462809917356
RI,Jacob,55,6685,0.008227374719521317
SD,Harper,59,7189,0.008206982890527193
MS,John,204,24872,0.008201994210357028
AR,Emma,213,26011,0.008188843181730807
MT,Olivia,57,6968,0.008180252583237659
MA,William,445,54463,0.008170684685015516
CT,Sophia,215,26330,0.008165590581086214
CT,Noah,215,26330,0.008165590581086214
NM,Elijah,123,15112,0.008139227104287983
ID,Olivia,115,14133,0.008136984362838747
DC,Alexander,64,7888,0.008113590263691683
NH,Logan,67,8286,0.008085928071445812
ME,Amelia,65,8050,0.008074534161490683
ME,Wyatt,65,8050,0.008074534161490683
AK,Noah,46,5697,0.00807442513603651
AK,Aurora,46,5697,0.00807442513603651
SD,Emma,58,7189,0.008067881485603005
UT,William,309,38536,0.008018476230018683
CT,Mason,211,26330,0.008013672616786935
NM,Mia,121,15112,0.008006881948120699
VT,Sophia,23,2878,0.007991660875608061
VT,Olivia,23,2878,0.007991660875608061
WY,Noah,26,3256,0.007985257985257985
NH,Sophia,66,8286,0.007965242577842143
NH,William,66,8286,0.007965242577842143
HI,Olivia,62,7838,0.007910181168665476
AK,James,45,5697,0.007898894154818325
MT,Wyatt,55,6968,0.007893226176808266
MT,Liam,55,6968,0.007893226176808266
MS,James,196,24872,0.00788034737857832
MA,Olivia,428,54463,0.007858546168958742
ID,Emma,111,14133,0.007853958819783485
ME,Jackson,63,8050,0.00782608695652174
ND,Harper,58,7416,0.007820927723840345
TN,William,522,66781,0.007816594540363276
SD,Owen,56,7189,0.007789678675754625
NV,Sophia,188,24158,0.007782101167315175
RI,Anthony,52,6685,0.007778608825729245
RI,Charlotte,52,6685,0.007778608825729245
MT,Oliver,54,6968,0.007749712973593571
DC,Jacob,61,7888,0.007733265720081136
NH,Ava,64,8286,0.007723871590634806
AK,William,44,5697,0.007723363173600141
ID,Liam,109,14133,0.0077124460482558554
CT,Emma,203,26330,0.007709836688188378
ND,Oliver,57,7416,0.007686084142394822
WY,Logan,25,3256,0.007678132678132678
VT,Matthew,22,2878,0.007644197359277276
VT,Jaxon,22,2878,0.007644197359277276
VT,Jack,22,2878,0.007644197359277276
VT,Ethan,22,2878,0.007644197359277276
KY,Emma,306,40067,0.007637207677140789
CT,Olivia,201,26330,0.0076338777060387395
NV,Noah,184,24158,0.007616524546734001
DC,Michael,60,7888,0.007606490872210953
DC,Samuel,60,7888,0.007606490872210953
DC,Noah,60,7888,0.007606490872210953
MT,Harper,53,6968,0.0076061997703788745
NH,Jack,63,8286,0.007603186097031137
MS,Mason,189,24872,0.007598906400771952
WV,Ava,108,14220,0.007594936708860759
NV,Liam,183,24158,0.007575130391588708
AL,James,322,42522,0.007572550679648182
FL,Isabella,1376,182711,0.007531018931536689
HI,Aria,59,7838,0.007527430466955856
HI,Ava,59,7838,0.007527430466955856
SD,Liam,54,7189,0.007511475865906245
KS,Emma,215,28644,0.007505934925289764
IA,Liam,212,28264,0.007500707613925842
MD,Noah,386,51607,0.007479605479876761
RI,Mia,50,6685,0.0074794315632011965
NM,Sophia,113,15112,0.007477501323451562
MN,Henry,392,52542,0.007460698108180123
AL,John,317,42522,0.007454964488970415
DE,Abigail,46,6171,0.007454221357964673
ME,William,60,8050,0.007453416149068323
SC,James,293,39463,0.007424676279046195
AR,William,193,26011,0.007419937718657491
MA,Emma,402,54463,0.007381157850283679
WY,Sawyer,24,3256,0.007371007371007371
MA,Noah,401,54463,0.007362796761103869
NH,Liam,61,8286,0.007361815109823799
NH,Oliver,61,8286,0.007361815109823799
RI,Joseph,49,6685,0.007329842931937173
MT,James,51,6968,0.007319173363949483
WV,Olivia,104,14220,0.0073136427566807315
VT,Benjamin,21,2878,0.007296733842946491
VT,Elijah,21,2878,0.007296733842946491
VT,Colton,21,2878,0.007296733842946491
DE,Alexander,45,6171,0.007292173067574137
DE,Benjamin,45,6171,0.007292173067574137
UT,Emma,281,38536,0.007291882914677185
MD,Logan,376,51607,0.007285833317185653
HI,Isabella,57,7838,0.007272263332482776
UT,Oliver,280,38536,0.007265933153414989
NJ,Liam,569,78390,0.007258578900369945
OK,Emma,264,36378,0.007257133432294244
NC,William,702,96766,0.007254614224004299
DC,Benjamin,57,7888,0.007226166328600406
NM,Liam,109,15112,0.007212811011116993
NY,Liam,1388,192479,0.0072111762841660645
ME,Hunter,58,8050,0.0072049689440993785
AK,Oliver,41,5697,0.007196770229945585
UT,Olivia,277,38536,0.007188083869628399
MT,Carter,50,6968,0.007175660160734788
MN,Olivia,376,52542,0.007156179818050321
SC,Mason,282,39463,0.00714593416618098
CT,Alexander,188,26330,0.007140144322066084
DE,Anthony,44,6171,0.0071301247771836
DE,William,44,6171,0.0071301247771836
DE,Luke,44,6171,0.0071301247771836
TN,Emma,473,66781,0.007082852907264042
GA,William,728,102801,0.0070816431746772894
PA,Mason,790,111578,0.0070802487945652364
OR,Emma,234,33102,0.0070690592713431215
AZ,Sophia,470,66488,0.00706894477198893
CT,Isabella,186,26330,0.007064185339916445
WY,Ava,23,3256,0.007063882063882064
WY,Evelyn,23,3256,0.007063882063882064
WY,Jaxon,23,3256,0.007063882063882064
WY,Ryker,23,3256,0.007063882063882064
WA,Olivia,477,67630,0.00705308295135295
NE,Henry,127,18014,0.007050072166093039
WI,Emma,352,49954,0.007046482764143012
KY,Mason,282,40067,0.007038210996580727
RI,Aiden,47,6685,0.007030665669409125
SC,Ava,277,39463,0.0070192332057877
ND,Avery,52,7416,0.007011866235167206
ND,Carter,52,7416,0.007011866235167206
ND,Owen,52,7416,0.007011866235167206
IA,Emma,198,28264,0.007005377865836399
NV,Olivia,169,24158,0.0069956122195545985
PA,Olivia,780,111578,0.006990625392102386
CT,Liam,184,26330,0.006988226357766806
CT,Ava,184,26330,0.006988226357766806
AL,Ava,297,42522,0.006984619726259348
FL,Liam,1274,182711,0.006972760260739638
CO,Emma,353,50653,0.006968985055179357
DE,Emma,43,6171,0.006968076486793064
DE,Aiden,43,6171,0.006968076486793064
NC,Noah,674,96766,0.0069652563917078315
ME,Lucas,56,8050,0.006956521739130435
SD,Olivia,50,7189,0.006955070246209487
NV,Mia,168,24158,0.006954218064409305
IL,Noah,863,124106,0.006953733099124942
VT,Lucas,20,2878,0.006949270326615705
LA,Ava,321,46303,0.006932596160076021
VA,William,549,79313,0.0069219421784575035
AZ,Mia,460,66488,0.006918541691733847
AL,Mason,294,42522,0.006914068011852688
KS,Olivia,198,28644,0.0069124423963133645
WI,Olivia,345,49954,0.0069063538455378945
HI,Sophia,54,7838,0.006889512630773156
RI,Avery,46,6685,0.006881077038145101
RI,David,46,6685,0.006881077038145101
CA,Sophia,2942,427638,0.006879650545554885
ND,Mason,51,7416,0.006877022653721683
ND,Henry,51,7416,0.006877022653721683
NJ,Michael,539,78390,0.006875877025130757
SC,Noah,271,39463,0.006867192053315764
ID,William,97,14133,0.006863369419090073
MA,Sophia,373,54463,0.006848686264069185
AK,Owen,39,5697,0.006845708267509215
AK,Joseph,39,5697,0.006845708267509215
AK,Ava,39,5697,0.006845708267509215
AK,Amelia,39,5697,0.006845708267509215
KY,Elijah,274,40067,0.00683854543639404
ME,Abigail,55,8050,0.0068322981366459624
NV,Alexander,165,24158,0.006830035598973425
PA,Emma,761,111578,0.0068203409274229685
SD,Jackson,49,7189,0.006815968841285297
NM,Isabella,103,15112,0.00681577554261514
MN,Oliver,358,52542,0.006813596741654296
CO,Olivia,345,50653,0.006811047716818353
DE,Mia,42,6171,0.006806028196402528
DE,James,42,6171,0.006806028196402528
FL,Noah,1243,182711,0.006803093409811122
KY,James,272,40067,0.006788629046347368
MO,Emma,395,58188,0.006788341238743383
NJ,Emma,532,78390,0.006786579920908279
PA,Liam,757,111578,0.006784491566437828
NJ,Jacob,531,78390,0.006773823191733639
MI,Olivia,600,88627,0.006769945953264807
CT,Benjamin,178,26330,0.006760349411317888
NH,Carter,56,8286,0.006758387641805455
WY,Samuel,22,3256,0.006756756756756757
WY,Amelia,22,3256,0.006756756756756757
WY,Isaac,22,3256,0.006756756756756757
WY,Carter,22,3256,0.006756756756756757
WV,Hunter,96,14220,0.006751054852320675
MT,Ava,47,6968,0.0067451205510907
ND,William,50,7416,0.00674217907227616
NY,Olivia,1297,192479,0.006738397435564399
AZ,Emma,447,66488,0.006723017687402238
CT,Jacob,177,26330,0.006722369920243069
IA,Olivia,190,28264,0.0067223322954995755
KY,Olivia,269,40067,0.006713754461277361
ME,Harper,54,8050,0.006708074534161491
ME,Noah,54,8050,0.006708074534161491
OR,Liam,222,33102,0.0067065434112742435
AL,Emma,285,42522,0.006702412868632708
MA,Mason,364,54463,0.006683436461450893
NY,Jacob,1286,192479,0.006681248343975187
WV,Levi,95,14220,0.006680731364275668
AZ,Noah,444,66488,0.0066778967633257125
SD,Levi,48,7189,0.006676867436361107
AK,Gabriel,38,5697,0.00667017728629103
FL,Emma,1218,182711,0.00666626530422361
CA,Mia,2850,427638,0.006664515314354665
NE,Olivia,120,18014,0.006661485511269013
NE,Emma,120,18014,0.006661485511269013
CT,William,175,26330,0.0066464109380934295
DE,Madison,41,6171,0.0066439799060119915
DE,Avery,41,6171,0.0066439799060119915
DE,Christopher,41,6171,0.0066439799060119915
NH,Alexander,55,8286,0.0066377021482017864
NH,Amelia,55,8286,0.0066377021482017864
HI,Ezekiel,52,7838,0.006634345496300076
IA,Harper,187,28264,0.006616190206623266
CT,Logan,174,26330,0.00660843144701861
CT,Michael,174,26330,0.00660843144701861
NJ,Sophia,518,78390,0.006607985712463325
NJ,Isabella,518,78390,0.006607985712463325
ND,Noah,49,7416,0.006607335490830636
VT,Chase,19,2878,0.00660180681028492
VT,James,19,2878,0.00660180681028492
VT,William,19,2878,0.00660180681028492
MT,Mason,46,6968,0.006601607347876005
MS,Emma,164,24872,0.006593760051463493
DC,Logan,52,7888,0.006592292089249493
OR,Olivia,218,33102,0.006585704791251284
ME,Ava,53,8050,0.006583850931677019
RI,William,44,6685,0.006581899775617053
RI,Ethan,44,6685,0.006581899775617053
VA,Noah,522,79313,0.006581518792631725
AR,Elijah,171,26011,0.006574141709276844
IN,Emma,434,66111,0.006564716915490615
IL,Olivia,813,124106,0.00655085169129615
NV,Isabella,158,24158,0.00654027651295637
AR,Olivia,170,26011,0.006535696436123179
MO,Liam,380,58188,0.006530556128411356
NH,Isabella,54,8286,0.0065170166545981175
NH,Henry,54,8286,0.0065170166545981175
NY,Emma,1254,192479,0.006514996441170206
OK,Olivia,237,36378,0.006514926603991424
IL,Emma,808,124106,0.006510563550513271
HI,Aiden,51,7838,0.006506761929063537
HI,William,51,7838,0.006506761929063537
TN,James,434,66781,0.0064988544645932225
AR,Mason,169,26011,0.006497251162969513
NE,Harper,117,18014,0.0064949483734872875
AK,Wyatt,37,5697,0.006494646305072845
AK,Alexander,37,5697,0.006494646305072845
AK,Michael,37,5697,0.006494646305072845
AL,Elijah,276,42522,0.006490757725412728
KY,Noah,260,40067,0.0064891307060673375
DE,Logan,40,6171,0.0064819316156214555
DE,Jacob,40,6171,0.0064819316156214555
NJ,Noah,508,78390,0.006480418420716928
PA,Noah,722,111578,0.00647080965781785
WV,Wyatt,92,14220,0.006469760900140647
NY,Noah,1245,192479,0.0064682380935063045
CA,Noah,2765,427638,0.00646574906813707
MA,James,352,54463,0.006463103391293172
NY,Ethan,1244,192479,0.006463042721543649
ME,Sophia,52,8050,0.006459627329192546
NV,Emma,156,24158,0.006457488202665783
CT,Dylan,170,26330,0.006456513482719331
PA,Ava,720,111578,0.00645288497732528
MN,William,339,52542,0.006451981272125157
WY,Oliver,21,3256,0.006449631449631449
WY,Jace,21,3256,0.006449631449631449
MO,Olivia,375,58188,0.006444627758300681
VA,Liam,511,79313,0.006442827783591593
OH,Emma,720,111850,0.006437192668752794
RI,Jack,43,6685,0.006432311144353029
MI,Ava,570,88627,0.006431448655601566
NC,Ava,622,96766,0.006427877560300105
NM,Ava,97,15112,0.006418740074113288
CT,Mia,169,26330,0.006418533991644512
NJ,Olivia,503,78390,0.00641663477484373
FL,Sophia,1172,182711,0.0064145015899425865
SD,Ava,46,7189,0.006398664626512728
SD,Mason,46,7189,0.006398664626512728
SD,Avery,46,7189,0.006398664626512728
MA,Isabella,348,54463,0.006389659034573931
AR,Noah,166,26011,0.006381915343508516
HI,Ethan,50,7838,0.006379178361826996
HI,Elijah,50,7838,0.006379178361826996
HI,Logan,50,7838,0.006379178361826996
NJ,Mason,500,78390,0.006378364587319811
LA,Noah,294,46303,0.006349480595209814
AR,Ava,165,26011,0.00634347007035485
CT,Matthew,167,26330,0.006342575009494872
KY,Ava,254,40067,0.0063393815359273215
ME,Charlotte,51,8050,0.006335403726708075
OH,Ava,708,111850,0.006329906124273581
WV,James,90,14220,0.006329113924050633
NE,William,114,18014,0.006328411235705563
LA,Emma,293,46303,0.006327883722436991
CA,Emma,2706,427638,0.006327781908997797
NJ,Dylan,496,78390,0.006327337670621253
AK,Jacob,36,5697,0.00631911532385466
AK,Jackson,36,5697,0.00631911532385466
MS,Elijah,157,24872,0.006312319073657124
CT,Joseph,166,26330,0.006304595518420053
CT,Charlotte,166,26330,0.006304595518420053
FL,Olivia,1151,182711,0.006299565981249077
MA,Charlotte,343,54463,0.0062978535886748805
NH,Connor,52,8286,0.00627564566739078
CT,Ethan,165,26330,0.006266616027345234
CT,Ryan,165,26330,0.006266616027345234
SD,James,45,7189,0.006259563221588538
SD,Henry,45,7189,0.006259563221588538
VT,Connor,18,2878,0.006254343293954135
VT,Brayden,18,2878,0.006254343293954135
VT,Levi,18,2878,0.006254343293954135
OR,Henry,207,33102,0.006253398586188146
KS,Liam,179,28644,0.006249127216869152
IN,Olivia,413,66111,0.006247069322805584
NC,Mason,604,96766,0.0062418618109666615
VA,James,494,79313,0.0062284871332568435
IA,William,176,28264,0.006227002547410133
NJ,Mia,488,78390,0.006225283837224135
MD,James,321,51607,0.00622008642238456
DC,Genesis,49,7888,0.006211967545638945
DC,Charles,49,7888,0.006211967545638945
DC,Daniel,49,7888,0.006211967545638945
AZ,Olivia,413,66488,0.006211647214534954
ME,Avery,50,8050,0.006211180124223602
WA,Emma,420,67630,0.006210261718172409
ND,Easton,46,7416,0.006202804746494067
ND,Wyatt,46,7416,0.006202804746494067
MD,Olivia,320,51607,0.00620070920611545
WV,Jaxon,88,14220,0.006188466947960619
MA,Liam,337,54463,0.006187687053596019
MO,William,360,58188,0.006186842647968653
TN,Mason,413,66781,0.0061843937646935505
TN,Elijah,413,66781,0.0061843937646935505
TX,Emma,2197,355286,0.006183750555890185
AZ,Liam,411,66488,0.006181566598483937
MT,Henry,43,6968,0.006171067738231917
MT,Logan,43,6968,0.006171067738231917
MT,Luke,43,6968,0.006171067738231917
MT,Hunter,43,6968,0.006171067738231917
TN,Olivia,412,66781,0.006169419445650709
TN,Ava,412,66781,0.006169419445650709
GA,Ava,634,102801,0.006167255182342585
DE,Carter,38,6171,0.006157835034840383
DE,Ethan,38,6171,0.006157835034840383
IA,Oliver,174,28264,0.006156241154825927
ID,Oliver,87,14133,0.006155805561451921
OH,Liam,688,111850,0.0061510952168082255
MA,Jacob,335,54463,0.006150964875236399
MA,Lucas,335,54463,0.006150964875236399
MN,Emma,323,52542,0.006147462981995356
MD,Mason,317,51607,0.006142577557308117
WY,Alexander,20,3256,0.006142506142506142
WY,Natalie,20,3256,0.006142506142506142
WY,Henry,20,3256,0.006142506142506142
WY,Charlotte,20,3256,0.006142506142506142
OH,Olivia,687,111850,0.0061421546714349575
NJ,Matthew,481,78390,0.006135986733001658
RI,James,41,6685,0.006133133881824981
NJ,Joseph,480,78390,0.006123230003827019
MN,Liam,321,52542,0.006109398195729131
WI,Oliver,305,49954,0.006105617167794371
TX,Sophia,2169,355286,0.006104940808250255
IN,Liam,403,66111,0.006095808564384142
ME,Carter,49,8050,0.00608695652173913
ME,Henry,49,8050,0.00608695652173913
ME,Benjamin,49,8050,0.00608695652173913
ME,Alexander,49,8050,0.00608695652173913
WI,Owen,304,49954,0.006085598750850783
IA,Henry,172,28264,0.006085479762241721
TX,Noah,2162,355286,0.0060852383713402725
DC,Matthew,48,7888,0.006085192697768763
DC,John,48,7888,0.006085192697768763
DC,Dylan,48,7888,0.006085192697768763
IN,Noah,402,66111,0.006080682488541997
MA,Michael,331,54463,0.006077520518517158
MA,Logan,331,54463,0.006077520518517158
CT,James,160,26330,0.0060767185719711354
MS,Aiden,151,24872,0.006071083949823094
AL,Olivia,258,42522,0.006067447438972767
NC,Liam,586,96766,0.006055846061633219
NE,Liam,109,18014,0.006050849339402687
WV,Harper,86,14220,0.006047819971870605
NV,Jacob,146,24158,0.006043546651212849
NV,Jayden,146,24158,0.006043546651212849
NY,Michael,1163,192479,0.00604221759256854
NH,James,50,8286,0.006034274680183442
NH,Wyatt,50,8286,0.006034274680183442
NH,Grayson,50,8286,0.006034274680183442
NH,Avery,50,8286,0.006034274680183442
NH,Jacob,50,8286,0.006034274680183442
MS,Carter,150,24872,0.006030878095850756
MS,Noah,150,24872,0.006030878095850756
MT,Noah,42,6968,0.006027554535017222
MT,Samuel,42,6968,0.006027554535017222
MA,Ryan,328,54463,0.006022437250977728
NM,Michael,91,15112,0.006021704605611434
CO,Liam,305,50653,0.006021361025013326
TN,Noah,402,66781,0.006019676255222294
MO,Mason,350,58188,0.006014985907747302
ID,James,85,14133,0.006014292789924291
SC,Olivia,237,39463,0.006005625522641462
LA,Mason,278,46303,0.006003930630844654
GA,Noah,617,102801,0.006001887141175669
NE,Charlotte,108,18014,0.005995336960142112
NC,Emma,580,96766,0.0059938408118554035
RI,Dylan,40,6685,0.005983545250560957
RI,John,40,6685,0.005983545250560957
MI,Noah,530,88627,0.005980118925383912
NY,Matthew,1150,192479,0.005974677757054016
UT,James,230,38536,0.005968445090305169
AK,Logan,34,5697,0.00596805336141829
AK,Samuel,34,5697,0.00596805336141829
AK,Abigail,34,5697,0.00596805336141829
AK,Benjamin,34,5697,0.00596805336141829
WI,Liam,298,49954,0.005965488249189254
CT,Anthony,157,26330,0.005962780098746677
ME,Isabella,48,8050,0.005962732919254659
ME,Logan,48,8050,0.005962732919254659
DC,Ava,47,7888,0.00595841784989858
DC,Charlotte,47,7888,0.00595841784989858
MA,Jack,324,54463,0.005948992894258488
MD,Ava,307,51607,0.005948805394617009
GA,Mason,611,102801,0.005943521950175582
CA,Jacob,2540,427638,0.005939603122266964
KS,William,170,28644,0.005934925289764
ND,Lucas,44,7416,0.005933117583603021
ND,Hudson,44,7416,0.005933117583603021
ND,Jaxon,44,7416,0.005933117583603021
WI,Noah,296,49954,0.005925451415302078
KY,Liam,237,40067,0.005915092220530611
KY,Jackson,237,40067,0.005915092220530611
WV,Carter,84,14220,0.00590717299578059
WV,William,84,14220,0.00590717299578059
WV,Avery,84,14220,0.00590717299578059
VT,Piper,17,2878,0.00590687977762335
VT,Elizabeth,17,2878,0.00590687977762335
VT,Ella,17,2878,0.00590687977762335
VT,Zachary,17,2878,0.00590687977762335
VT,Lily,17,2878,0.00590687977762335
VT,Grace,17,2878,0.00590687977762335
NJ,Ava,463,78390,0.005906365607858145
IL,Sophia,733,124106,0.005906241438770083
NE,Noah,106,18014,0.005884312201620961
MT,Michael,41,6968,0.005884041331802526
NV,Anthony,142,24158,0.005877970030631675
NV,Michael,142,24158,0.005877970030631675
MD,Sophia,303,51607,0.005871296529540567
WA,Oliver,397,67630,0.0058701759574153484
HI,Caleb,46,7838,0.005868844092880837
NJ,Anthony,460,78390,0.005868095420334226
MI,Liam,520,88627,0.005867286492829499
WI,Mason,293,49954,0.0058653961644713135
CA,Olivia,2507,427638,0.005862435050206016
OK,Elijah,213,36378,0.005855187201055583
VA,Emma,464,79313,0.0058502389267837554
WI,Henry,292,49954,0.005845377747527725
SD,Evelyn,42,7189,0.005842259006815969
SD,Sophia,42,7189,0.005842259006815969
ME,Ella,47,8050,0.005838509316770186
WY,Cooper,19,3256,0.005835380835380835
WY,Aria,19,3256,0.005835380835380835
WY,Emily,19,3256,0.005835380835380835
WY,Hunter,19,3256,0.005835380835380835
WY,William,19,3256,0.005835380835380835
RI,Daniel,39,6685,0.0058339566192969336
RI,Amelia,39,6685,0.0058339566192969336
DE,Savannah,36,6171,0.00583373845405931
DE,Joseph,36,6171,0.00583373845405931
DE,Grace,36,6171,0.00583373845405931
AL,Noah,248,42522,0.0058322750576172335
NY,Sophia,1121,192479,0.005824011970137002
NM,Emma,88,15112,0.005823186871360508
NM,Olivia,88,15112,0.005823186871360508
NM,Aiden,88,15112,0.005823186871360508
NC,Olivia,563,96766,0.005818159270818263
CT,Daniel,153,26330,0.0058108621344473985
IN,Oliver,384,66111,0.005808413123383401
NJ,Ryan,455,78390,0.005804311774461028
NV,Sebastian,140,24158,0.005795181720341088
NH,Lucas,48,8286,0.005792903692976104
NH,Ethan,48,8286,0.005792903692976104
AK,Riley,33,5697,0.005792522380200105
AK,Mason,33,5697,0.005792522380200105
AK,Daniel,33,5697,0.005792522380200105
PA,Logan,645,111578,0.005780709458853896
NJ,Daniel,453,78390,0.005778798316111749
SC,Elijah,228,39463,0.005777563793933558
CA,Ethan,2467,427638,0.0057688979931624414
WV,Easton,82,14220,0.0057665260196905765
MA,Ava,314,54463,0.005765382002460386
IN,Ava,381,66111,0.005763034895856968
UT,Lincoln,222,38536,0.005760847000207598
UT,Liam,222,38536,0.005760847000207598
AZ,Isabella,383,66488,0.005760437973769703
NM,Josiah,87,15112,0.005757014293276866
MI,Carter,510,88627,0.005754454060275085
CA,Daniel,2460,427638,0.0057525290081798155
VA,Ava,456,79313,0.005749372738390932
MT,Jackson,40,6968,0.0057405281285878304
OR,Oliver,190,33102,0.005739834451090569
VA,Mason,455,79313,0.005736764464841829
ID,Wyatt,81,14133,0.0057312672468690295
TX,Mia,2036,355286,0.005730594506960589
VA,Olivia,454,79313,0.005724156191292727
LA,Liam,265,46303,0.005723171284797961
KY,Harper,229,40067,0.005715426660343924
ME,James,46,8050,0.005714285714285714
IL,Liam,709,124106,0.005712858363012264
DC,Sofia,45,7888,0.005704868154158215
SD,Benjamin,41,7189,0.005703157601891779
MD,Jacob,294,51607,0.005696901583118569
IA,Owen,161,28264,0.005696292103028588
WV,Colton,81,14220,0.00569620253164557
NJ,Ethan,446,78390,0.005689501211889271
RI,Emily,38,6685,0.00568436798803291
RI,Julian,38,6685,0.00568436798803291
SC,Emma,224,39463,0.005676203025618934
SC,Liam,224,39463,0.005676203025618934
NH,Emily,47,8286,0.005672218199372436
NH,Hunter,47,8286,0.005672218199372436
NH,Harper,47,8286,0.005672218199372436
NH,Lillian,47,8286,0.005672218199372436
DE,Riley,35,6171,0.005671690163668773
DE,Matthew,35,6171,0.005671690163668773
DE,Cameron,35,6171,0.005671690163668773
IL,Alexander,703,124106,0.005664512594072808
NE,Ava,102,18014,0.005662262684578661
CT,Lucas,149,26330,0.00565894417014812
MD,William,292,51607,0.005658147150580347
MA,Ethan,308,54463,0.005655215467381525
CA,Matthew,2414,427638,0.005644961392579705
FL,Mia,1029,182711,0.005631844825982015
IN,Elijah,372,66111,0.00562690021327767
WV,Jackson,80,14220,0.005625879043600563
WV,Landon,80,14220,0.005625879043600563
NM,Alexander,85,15112,0.005624669137109582
MD,Liam,290,51607,0.005619392718042126
MI,Emma,498,88627,0.005619055141209789
AK,Aiden,32,5697,0.00561699139898192
AK,Elijah,32,5697,0.00561699139898192
AR,James,146,26011,0.005613009880435201
PA,Michael,626,111578,0.005610424994174479
NE,Carter,101,18014,0.005606750305318086
MA,John,305,54463,0.005600132199842095
PA,Jacob,624,111578,0.005592500313681909
ME,Levi,45,8050,0.0055900621118012426
MS,Olivia,139,24872,0.005588613702155034
NV,Daniel,135,24158,0.005588210944614621
KS,Harper,160,28644,0.005585812037424941
MO,Henry,325,58188,0.005585344057193923
MO,Ava,325,58188,0.005585344057193923
CA,Isabella,2388,427638,0.005584162305501382
DC,David,44,7888,0.005578093306288032
MI,Mason,494,88627,0.005573922168188024
