state,name,count,total_per_year,percentage
CT,Hannah,86,26330,0.0032662362324344853
CA,Lucas,1396,427638,0.003264443290820741
AZ,Evelyn,217,66488,0.0032637468415353146
WI,Charles,163,49954,0.0032630019618048603
WI,Elizabeth,163,49954,0.0032630019618048603
OR,Michael,108,33102,0.0032626427406199023
PA,Jayden,364,111578,0.00326229184964778
NH,Chase,27,8286,0.0032585083272990588
NH,Tyler,27,8286,0.0032585083272990588
NH,Hazel,27,8286,0.0032585083272990588
NH,Zoey,27,8286,0.0032585083272990588
MS,Amelia,81,24872,0.003256674171759408
MS,Easton,81,24872,0.003256674171759408
MD,Luke,168,51607,0.003255372333210611
NC,Emily,315,96766,0.0032552756133352625
IA,Nolan,92,28264,0.0032550240588734786
IA,Levi,92,28264,0.0032550240588734786
IA,Landon,92,28264,0.0032550240588734786
ID,Jace,46,14133,0.0032547937451354986
PA,Elizabeth,363,111578,0.003253329509401495
GA,Benjamin,334,102801,0.0032489956323382067
MO,Grayson,189,58188,0.003248092390183543
TX,Benjamin,1154,355286,0.0032480874563028095
TX,Joshua,1154,355286,0.0032480874563028095
KS,Eli,93,28644,0.003246753246753247
KS,Jaxon,93,28644,0.003246753246753247
NC,Aubrey,314,96766,0.00324494140503896
NC,Joshua,314,96766,0.00324494140503896
KY,Evelyn,130,40067,0.0032445653530336687
UT,Aiden,125,38536,0.0032437201577745485
UT,Brooklyn,125,38536,0.0032437201577745485
UT,Asher,125,38536,0.0032437201577745485
OK,Christopher,118,36378,0.003243718731101215
OK,Asher,118,36378,0.003243718731101215
SC,Connor,128,39463,0.0032435445860679625
NM,Samuel,49,15112,0.003242456326098465
NM,Layla,49,15112,0.003242456326098465
DE,Ayden,20,6171,0.0032409658078107278
DE,Nolan,20,6171,0.0032409658078107278
DE,Skylar,20,6171,0.0032409658078107278
DE,Thomas,20,6171,0.0032409658078107278
DE,Kayden,20,6171,0.0032409658078107278
DE,Nathan,20,6171,0.0032409658078107278
VA,Ryan,257,79313,0.003240326302119451
GA,Elizabeth,333,102801,0.003239268100504859
IL,David,402,124106,0.0032391665189434836
IN,Aiden,214,66111,0.0032369802302188743
ND,Jace,24,7416,0.003236245954692557
ND,John,24,7416,0.003236245954692557
ND,Gabriel,24,7416,0.003236245954692557
ND,Landon,24,7416,0.003236245954692557
ND,Brody,24,7416,0.003236245954692557
ND,Andrew,24,7416,0.003236245954692557
ND,Ethan,24,7416,0.003236245954692557
ND,Madison,24,7416,0.003236245954692557
ND,Jaxson,24,7416,0.003236245954692557
WV,Elizabeth,46,14220,0.0032348804500703233
NC,Caleb,313,96766,0.0032346071967426573
OR,Lincoln,107,33102,0.0032324330856141623
OR,Grayson,107,33102,0.0032324330856141623
MA,Julian,176,54463,0.003231551695646586
MO,Isabella,188,58188,0.003230906716161408
ME,Riley,26,8050,0.003229813664596273
ME,Blake,26,8050,0.003229813664596273
ME,Matthew,26,8050,0.003229813664596273
AR,Brooklyn,84,26011,0.0032294029449079237
NV,Dominic,78,24158,0.0032287441013328917
NV,Jonathan,78,24158,0.0032287441013328917
NV,Camila,78,24158,0.0032287441013328917
CT,Elizabeth,85,26330,0.0032282567413596656
MI,Gabriel,286,88627,0.0032270075710562245
FL,Carter,589,182711,0.003223670167641795
WI,Landon,161,49954,0.003222965127917684
WI,Joseph,161,49954,0.003222965127917684
WI,Jaxon,161,49954,0.003222965127917684
AL,Lucas,137,42522,0.0032218616245708103
IA,Ella,91,28264,0.0032196433625813754
KY,Emily,129,40067,0.003219607158010333
KY,Ethan,129,40067,0.003219607158010333
TN,Emily,215,66781,0.0032194785942109283
SC,Colton,127,39463,0.0032182043939893066
CO,Aiden,163,50653,0.0032179732691054825
LA,Jace,149,46303,0.0032179340431505517
MS,Brayden,80,24872,0.0032164683177870698
MS,Gabriel,80,24872,0.0032164683177870698
MS,Karter,80,24872,0.0032164683177870698
MS,Jace,80,24872,0.0032164683177870698
MS,Taylor,80,24872,0.0032164683177870698
OK,Lucas,117,36378,0.0032162295893122216
OK,Hudson,117,36378,0.0032162295893122216
KS,Grayson,92,28644,0.003211841921519341
IL,Grace,398,124106,0.0032069360063171804
TN,Joseph,214,66781,0.0032045042751680866
MI,Hunter,284,88627,0.003204441084545342
VA,Cameron,254,79313,0.003202501481472142
OR,Hazel,106,33102,0.0032022234306084223
OH,Mia,358,111850,0.0032007152436298613
SD,Colton,23,7189,0.003199332313256364
SD,Jace,23,7189,0.003199332313256364
SD,Blake,23,7189,0.003199332313256364
SD,Tucker,23,7189,0.003199332313256364
SD,Andrew,23,7189,0.003199332313256364
IL,Julian,397,124106,0.0031988783781606044
AL,Thomas,136,42522,0.003198344386435257
AL,Mia,136,42522,0.003198344386435257
AL,Caroline,136,42522,0.003198344386435257
MN,Caleb,168,52542,0.0031974420463629096
LA,Levi,148,46303,0.0031963371703777293
CT,Connor,84,26330,0.0031902772502848463
HI,Charlotte,25,7838,0.003189589180913498
HI,Thomas,25,7838,0.003189589180913498
HI,Joseph,25,7838,0.003189589180913498
HI,Zoe,25,7838,0.003189589180913498
HI,Nathan,25,7838,0.003189589180913498
HI,Josiah,25,7838,0.003189589180913498
HI,Skylar,25,7838,0.003189589180913498
HI,Kingston,25,7838,0.003189589180913498
HI,John,25,7838,0.003189589180913498
TN,Landon,213,66781,0.0031895299561252454
TN,Hunter,213,66781,0.0031895299561252454
NV,Madison,77,24158,0.0031873499461875982
NV,Carter,77,24158,0.0031873499461875982
NY,Avery,613,192479,0.0031847630131079233
IA,Eli,90,28264,0.0031842626662892727
IA,Bentley,90,28264,0.0031842626662892727
ID,Piper,45,14133,0.0031840373593716833
OH,Parker,356,111850,0.003182834152883326
MO,Jack,185,58188,0.0031793496940950025
CO,Dylan,161,50653,0.003178488934515231
VA,Levi,252,79313,0.003177284934373936
VA,Jayden,252,79313,0.003177284934373936
KS,Charles,91,28644,0.003176930596285435
KS,Grace,91,28644,0.003176930596285435
IN,Hudson,210,66111,0.0031764759268502973
NM,Mateo,48,15112,0.0031762837480148226
NM,Amelia,48,15112,0.0031762837480148226
MS,Aubree,79,24872,0.0031762624638147314
AL,Abigail,135,42522,0.0031748271482997035
PA,Joshua,354,111578,0.003172668447184929
OR,Sofia,105,33102,0.0031720137756026828
DC,Luke,25,7888,0.003169371196754564
DC,Lily,25,7888,0.003169371196754564
DC,Nicholas,25,7888,0.003169371196754564
OH,Caleb,354,111850,0.0031649530621367904
OH,Landon,354,111850,0.0031649530621367904
WV,Cooper,45,14220,0.0031645569620253164
NE,Luke,57,18014,0.0031642056178527813
NE,Hunter,57,18014,0.0031642056178527813
NE,Braxton,57,18014,0.0031642056178527813
WI,Grace,158,49954,0.00316290987708692
WI,Mia,158,49954,0.00316290987708692
NC,Josiah,306,96766,0.0031622677386685407
TX,Alexa,1123,355286,0.0031608338071300304
AK,Autumn,18,5697,0.00315955766192733
AK,Gavin,18,5697,0.00315955766192733
AK,Parker,18,5697,0.00315955766192733
AK,Zoey,18,5697,0.00315955766192733
AK,Ezekiel,18,5697,0.00315955766192733
AK,Aaron,18,5697,0.00315955766192733
AK,Violet,18,5697,0.00315955766192733
AK,Ryker,18,5697,0.00315955766192733
MD,Henry,163,51607,0.003158486251865057
AZ,Christopher,210,66488,0.0031584646853567563
AZ,Oliver,210,66488,0.0031584646853567563
MA,Luke,172,54463,0.0031581073389273452
MT,Eleanor,22,6968,0.0031572904707233064
MT,Joshua,22,6968,0.0031572904707233064
MT,Mia,22,6968,0.0031572904707233064
MT,Eli,22,6968,0.0031572904707233064
MT,Colton,22,6968,0.0031572904707233064
PA,Evelyn,352,111578,0.0031547437666923587
CA,Oliver,1349,427638,0.003154537248794541
AR,Cooper,82,26011,0.003152512398600592
AR,Joseph,82,26011,0.003152512398600592
VA,Christian,250,79313,0.00315206838727573
VA,Wyatt,250,79313,0.00315206838727573
AL,Wyatt,134,42522,0.0031513099101641504
AL,Aubrey,134,42522,0.0031513099101641504
NJ,Christian,247,78390,0.003150912106135987
WA,Luke,213,67630,0.0031494898713588645
NV,Alexa,76,24158,0.0031459557910423048
MO,Colton,183,58188,0.003144978346050732
KY,Jayden,126,40067,0.003144732572940325
TN,Colton,210,66781,0.0031446069989967207
TN,Addison,210,66781,0.0031446069989967207
TN,Daniel,210,66781,0.0031446069989967207
AZ,Scarlett,209,66488,0.0031434243773312475
NY,Joshua,605,192479,0.003143200037406678
KS,Thomas,90,28644,0.003142019271051529
NC,Andrew,304,96766,0.003141599322075936
RI,Caroline,21,6685,0.0031413612565445027
RI,Blake,21,6685,0.0031413612565445027
RI,Jason,21,6685,0.0031413612565445027
RI,Grayson,21,6685,0.0031413612565445027
RI,Jaxon,21,6685,0.0031413612565445027
RI,Victoria,21,6685,0.0031413612565445027
MN,Aiden,165,52542,0.003140344866963572
UT,Chloe,121,38536,0.003139921112725763
UT,Ruby,121,38536,0.003139921112725763
MA,Jonathan,171,54463,0.003139746249747535
CO,Carter,159,50653,0.00313900459992498
TX,Avery,1115,355286,0.003138316736375765
TX,Camila,1115,355286,0.003138316736375765
OH,Colton,351,111850,0.003138131426016987
NH,Bentley,26,8286,0.00313782283369539
NH,Declan,26,8286,0.00313782283369539
NH,Theodore,26,8286,0.00313782283369539
NH,Evan,26,8286,0.00313782283369539
NH,Cole,26,8286,0.00313782283369539
MS,Riley,78,24872,0.003136056609842393
WA,Hunter,212,67630,0.0031347035339346443
TX,Isaac,1112,355286,0.0031298728348429154
PA,Caleb,349,111578,0.0031278567459535034
AL,Carson,133,42522,0.003127792672028597
AL,Brooklyn,133,42522,0.003127792672028597
VT,Maya,9,2878,0.0031271716469770676
VT,Leah,9,2878,0.0031271716469770676
VT,Ivy,9,2878,0.0031271716469770676
VT,Keegan,9,2878,0.0031271716469770676
VT,Asher,9,2878,0.0031271716469770676
VT,Claire,9,2878,0.0031271716469770676
VT,Zoey,9,2878,0.0031271716469770676
VT,Autumn,9,2878,0.0031271716469770676
VT,Ryker,9,2878,0.0031271716469770676
VT,Annabelle,9,2878,0.0031271716469770676
VT,Clara,9,2878,0.0031271716469770676
VT,Greyson,9,2878,0.0031271716469770676
VT,Jayce,9,2878,0.0031271716469770676
VT,Hayden,9,2878,0.0031271716469770676
VT,Iris,9,2878,0.0031271716469770676
VT,Charlie,9,2878,0.0031271716469770676
VT,Jasper,9,2878,0.0031271716469770676
NJ,Jack,245,78390,0.0031253986477867077
FL,Amelia,571,182711,0.003125153931618786
TX,Julian,1110,355286,0.0031242435671543487
MA,Nora,170,54463,0.003121385160567725
MA,Hannah,170,54463,0.003121385160567725
MD,Skylar,161,51607,0.0031197318193268357
AR,Aubrey,81,26011,0.003114067125446926
IA,Elizabeth,88,28264,0.0031135012737050667
ID,Lily,44,14133,0.0031132809736078683
GA,Amelia,320,102801,0.003112810186671336
NY,Jackson,599,192479,0.0031120278056307443
OR,Sawyer,103,33102,0.003111594465591203
MO,Mia,181,58188,0.003110606998006462
NM,Aubrey,47,15112,0.0031101111699311807
NM,Scarlett,47,15112,0.0031101111699311807
NM,Elias,47,15112,0.0031101111699311807
NM,Jesus,47,15112,0.0031101111699311807
LA,Eli,144,46303,0.0031099496792864395
LA,Parker,144,46303,0.0031099496792864395
PA,Riley,347,111578,0.0031099320654609333
NE,Levi,56,18014,0.003108693238592206
KS,Cooper,89,28644,0.0031071079458176235
KS,Hudson,89,28644,0.0031071079458176235
NY,Andrew,598,192479,0.0031068324336680883
ME,Annabelle,25,8050,0.003105590062111801
ME,Austin,25,8050,0.003105590062111801
ME,Tucker,25,8050,0.003105590062111801
ME,Finley,25,8050,0.003105590062111801
ME,Rowan,25,8050,0.003105590062111801
ME,Andrew,25,8050,0.003105590062111801
ME,Cora,25,8050,0.003105590062111801
ME,Evan,25,8050,0.003105590062111801
ME,Calvin,25,8050,0.003105590062111801
CA,Charlotte,1328,427638,0.0031054302938466646
NV,Lily,75,24158,0.0031045616358970113
NV,Aaron,75,24158,0.0031045616358970113
NV,Hunter,75,24158,0.0031045616358970113
NV,Victoria,75,24158,0.0031045616358970113
AL,Levi,132,42522,0.0031042754338930435
CA,Joshua,1327,427638,0.003103091867420575
GA,Andrew,319,102801,0.003103082654837988
GA,Jordan,319,102801,0.003103082654837988
WI,Eli,155,49954,0.003102854626256156
WI,Isabella,155,49954,0.003102854626256156
OH,Addison,347,111850,0.003102369244523916
MN,Parker,163,52542,0.003102280080697347
VA,Thomas,246,79313,0.0031016352930793188
ND,Joshua,23,7416,0.0031014023732470336
ND,Ellie,23,7416,0.0031014023732470336
ND,Brooklyn,23,7416,0.0031014023732470336
ND,Silas,23,7416,0.0031014023732470336
ND,Weston,23,7416,0.0031014023732470336
ND,Isaiah,23,7416,0.0031014023732470336
ND,Evan,23,7416,0.0031014023732470336
PA,Cameron,346,111578,0.003100969725214648
TN,Lucas,207,66781,0.003099684041868196
CO,Elizabeth,157,50653,0.0030995202653347283
KY,Christopher,124,40067,0.003094816182893653
KY,Madison,124,40067,0.003094816182893653
WV,Cameron,44,14220,0.0030942334739803095
IL,Jack,384,124106,0.003094129212125119
MO,Hudson,180,58188,0.0030934213239843266
MO,Madison,180,58188,0.0030934213239843266
GA,Grayson,318,102801,0.0030933551230046402
SC,Mia,122,39463,0.0030915034335960265
UT,Elijah,119,38536,0.0030880215902013702
UT,Grayson,119,38536,0.0030880215902013702
UT,David,119,38536,0.0030880215902013702
UT,Jaxon,119,38536,0.0030880215902013702
NJ,Amelia,242,78390,0.0030871284602627886
FL,Caleb,564,182711,0.0030868420620542825
NY,Sofia,594,192479,0.003086050945817466
IN,Emily,204,66111,0.0030857194717974316
OH,Elizabeth,345,111850,0.0030844881537773804
GA,Landon,317,102801,0.0030836275911712923
AZ,Luke,205,66488,0.0030832631452292142
WI,Aubrey,154,49954,0.0030828362093125675
OR,Penelope,102,33102,0.0030813848105854633
AL,Matthew,131,42522,0.0030807581957574904
MI,Lincoln,273,88627,0.003080325408735487
NC,Oliver,298,96766,0.0030795940722981212
DE,Gianna,19,6171,0.0030789175174201914
DE,Hannah,19,6171,0.0030789175174201914
DE,Peyton,19,6171,0.0030789175174201914
DE,Henry,19,6171,0.0030789175174201914
DE,Austin,19,6171,0.0030789175174201914
DE,Ella,19,6171,0.0030789175174201914
DE,Gavin,19,6171,0.0030789175174201914
DE,Brielle,19,6171,0.0030789175174201914
DE,Piper,19,6171,0.0030789175174201914
OK,Owen,112,36378,0.003078783880367255
IA,Gavin,87,28264,0.0030781205774129635
IL,Nathan,382,124106,0.003078013955811967
CT,Chase,81,26330,0.0030763387770603875
CT,Luca,81,26330,0.0030763387770603875
MO,Brooklyn,179,58188,0.0030762356499621914
AR,Isaiah,80,26011,0.0030756218522932604
NJ,Leah,241,78390,0.003074371731088149
KS,Paisley,88,28644,0.0030721966205837174
WY,Emmett,10,3256,0.003071253071253071
WY,Norah,10,3256,0.003071253071253071
WY,Thomas,10,3256,0.003071253071253071
WY,Nevaeh,10,3256,0.003071253071253071
WY,Quinn,10,3256,0.003071253071253071
WY,Finley,10,3256,0.003071253071253071
WY,Leah,10,3256,0.003071253071253071
WY,John,10,3256,0.003071253071253071
WY,Elias,10,3256,0.003071253071253071
WY,Colton,10,3256,0.003071253071253071
WY,Evan,10,3256,0.003071253071253071
WY,Grady,10,3256,0.003071253071253071
WY,Silas,10,3256,0.003071253071253071
WY,Gabriel,10,3256,0.003071253071253071
WY,Ezra,10,3256,0.003071253071253071
WY,Nora,10,3256,0.003071253071253071
WY,Lilly,10,3256,0.003071253071253071
IN,Daniel,203,66111,0.003070593395955287
KY,Matthew,123,40067,0.0030698579878703173
NC,Christian,297,96766,0.003069259864001819
MI,Landon,272,88627,0.0030690421654800456
LA,Chloe,142,46303,0.0030667559337407943
LA,Dylan,142,46303,0.0030667559337407943
LA,Grayson,142,46303,0.0030667559337407943
VA,Owen,243,79313,0.00306381047243201
NV,Chloe,74,24158,0.003063167480751718
NV,Joshua,74,24158,0.003063167480751718
HI,Grayson,24,7838,0.0030620056136769582
HI,Scarlett,24,7838,0.0030620056136769582
HI,Alana,24,7838,0.0030620056136769582
MD,Grace,158,51607,0.0030616001705195033
SD,Peyton,22,7189,0.003060230908332174
SD,Alexander,22,7189,0.003060230908332174
SD,Weston,22,7189,0.003060230908332174
SD,Jameson,22,7189,0.003060230908332174
SD,Aurora,22,7189,0.003060230908332174
SD,Jayden,22,7189,0.003060230908332174
SD,Carson,22,7189,0.003060230908332174
SD,Aubrey,22,7189,0.003060230908332174
SD,Hadley,22,7189,0.003060230908332174
CO,Anthony,155,50653,0.003060035930744477
MI,Blake,271,88627,0.0030577589222246042
MS,Cooper,76,24872,0.0030556449018977164
MS,Bryson,76,24872,0.0030556449018977164
MS,Benjamin,76,24872,0.0030556449018977164
TN,Jayden,204,66781,0.0030547610847396715
TN,Ella,204,66781,0.0030547610847396715
GA,Wyatt,314,102801,0.0030544449956712485
IL,Samuel,379,124106,0.0030538410713422397
AZ,Wyatt,203,66488,0.0030531825291781976
NE,John,55,18014,0.003053180859331631
NE,Abigail,55,18014,0.003053180859331631
NE,Ella,55,18014,0.003053180859331631
OR,Aiden,101,33102,0.0030511751555797233
NJ,Victoria,239,78390,0.00304885827273887
PA,Aubrey,340,111578,0.0030471956837369372
MI,Levi,270,88627,0.003046475678969163
WA,Grace,206,67630,0.0030459855093893243
WA,Hudson,206,67630,0.0030459855093893243
LA,Brayden,141,46303,0.003045159060967972
LA,Owen,141,46303,0.003045159060967972
KY,Carson,122,40067,0.0030448997928469814
GA,Caleb,313,102801,0.0030447174638379005
NM,Luis,46,15112,0.0030439385918475384
NM,Christian,46,15112,0.0030439385918475384
DC,Jayden,24,7888,0.0030425963488843813
DC,Christian,24,7888,0.0030425963488843813
DC,Anna,24,7888,0.0030425963488843813
DC,Alexandra,24,7888,0.0030425963488843813
DC,Robert,24,7888,0.0030425963488843813
ID,Lillian,43,14133,0.003042524587844053
MO,Easton,177,58188,0.0030418643019179212
MO,Levi,177,58188,0.0030418643019179212
SC,Jeremiah,120,39463,0.0030408230494387146
NC,Henry,294,96766,0.0030382572391129117
NC,Skylar,294,96766,0.0030382572391129117
NC,Mia,294,96766,0.0030382572391129117
AZ,Avery,202,66488,0.0030381422211526892
IL,Andrew,377,124106,0.003037725815029088
FL,Jeremiah,555,182711,0.003037583944042778
KS,Joseph,87,28644,0.0030372852953498117
AR,Jace,79,26011,0.0030371765791395947
UT,Charles,117,38536,0.0030361220676769773
MI,Luke,269,88627,0.0030351924357137215
WA,Matthew,205,67630,0.003031199171965104
NC,Dylan,293,96766,0.0030279230308166093
FL,Avery,553,182711,0.003026637695595777
MN,Lucy,159,52542,0.0030261505081648965
GA,Mia,311,102801,0.0030252624001712047
TN,Charles,202,66781,0.0030248124466539885
WV,Alexis,43,14220,0.0030239099859353026
WV,Ryder,43,14220,0.0030239099859353026
WV,Christopher,43,14220,0.0030239099859353026
MI,Colton,268,88627,0.00302390919245828
OK,John,110,36378,0.0030238055967892682
LA,Riley,140,46303,0.003023562188195149
NJ,Carter,237,78390,0.0030233448143895903
IL,Gabriel,375,124106,0.0030216105587159365
OR,Ezra,100,33102,0.0030209655005739833
CO,Hunter,153,50653,0.0030205515961542256
PA,Oliver,337,111578,0.003020308662998082
PA,Henry,337,111578,0.003020308662998082
TX,Christian,1073,355286,0.0030201021149158704
NH,Lucy,25,8286,0.003017137340091721
NH,Andrew,25,8286,0.003017137340091721
NH,Anna,25,8286,0.003017137340091721
NH,Julian,25,8286,0.003017137340091721
NH,Zachary,25,8286,0.003017137340091721
NH,Layla,25,8286,0.003017137340091721
NH,Landon,25,8286,0.003017137340091721
NH,Sarah,25,8286,0.003017137340091721
SC,Peyton,119,39463,0.0030154828573600587
SC,Henry,119,39463,0.0030154828573600587
MS,Sawyer,75,24872,0.003015439047925378
MT,Silas,21,6968,0.003013777267508611
MT,Thomas,21,6968,0.003013777267508611
MT,Isaiah,21,6968,0.003013777267508611
MT,Ruby,21,6968,0.003013777267508611
MT,Asher,21,6968,0.003013777267508611
MT,Peyton,21,6968,0.003013777267508611
MI,Anthony,267,88627,0.003012625949202839
MI,Cameron,267,88627,0.003012625949202839
MA,Sofia,164,54463,0.003011218625488864
AL,Charlotte,128,42522,0.0030102064813508304
UT,Grace,116,38536,0.003010172306414781
UT,Emily,116,38536,0.003010172306414781
TN,Eli,201,66781,0.003009838127611147
TX,Logan,1069,355286,0.003008843579538738
MO,Ella,175,58188,0.003007492953873651
IA,Bennett,85,28264,0.0030073591848287576
IA,Braxton,85,28264,0.0030073591848287576
MN,Michael,158,52542,0.003007118115031784
MN,Isabella,158,52542,0.003007118115031784
OH,Lincoln,336,111850,0.0030040232454179704
OH,Aubrey,336,111850,0.0030040232454179704
MD,Camden,155,51607,0.003003468521712171
MD,Isaac,155,51607,0.003003468521712171
KS,Zoey,86,28644,0.0030023739701159056
LA,Abigail,139,46303,0.003001965315422327
LA,Cameron,139,46303,0.003001965315422327
LA,Andrew,139,46303,0.003001965315422327
CO,Grayson,152,50653,0.0030008094288591003
CO,Sofia,152,50653,0.0030008094288591003
CA,Jonathan,1283,427638,0.003000201104672644
AR,Charlotte,78,26011,0.002998731305985929
CA,Ryan,1282,427638,0.0029978626782465544
IN,Elizabeth,198,66111,0.002994963016744566
IN,Joshua,198,66111,0.002994963016744566
TN,Caleb,200,66781,0.002994863808568305
PA,Jack,334,111578,0.0029934216422592267
CA,Christopher,1280,427638,0.0029931858253943754
AZ,Nathan,199,66488,0.0029930212970761642
AZ,Dominic,199,66488,0.0029930212970761642
AZ,Elizabeth,199,66488,0.0029930212970761642
MA,Carter,163,54463,0.002992857536309054
RI,Carter,20,6685,0.0029917726252804786
RI,Dominic,20,6685,0.0029917726252804786
RI,Gianna,20,6685,0.0029917726252804786
OR,Levi,99,33102,0.002990755845568244
OR,Sebastian,99,33102,0.002990755845568244
OR,Grace,99,33102,0.002990755845568244
IL,Madison,371,124106,0.0029893800460896332
VA,Amelia,237,79313,0.0029881608311373925
MN,Emily,157,52542,0.0029880857218986716
AL,Brantley,127,42522,0.0029866892432152767
AL,Addison,127,42522,0.0029866892432152767
NJ,Cameron,234,78390,0.0029850746268656717
PA,Parker,333,111578,0.0029844593020129416
AK,Hannah,17,5697,0.002984026680709145
AK,Greyson,17,5697,0.002984026680709145
AK,Stella,17,5697,0.002984026680709145
AK,Willow,17,5697,0.002984026680709145
AK,Theodore,17,5697,0.002984026680709145
AK,Ryan,17,5697,0.002984026680709145
AK,Ruby,17,5697,0.002984026680709145
AK,Dylan,17,5697,0.002984026680709145
ME,Paisley,24,8050,0.0029813664596273293
ME,Aurora,24,8050,0.0029813664596273293
ME,Jaxson,24,8050,0.0029813664596273293
ME,Sadie,24,8050,0.0029813664596273293
ME,Brody,24,8050,0.0029813664596273293
ME,Peyton,24,8050,0.0029813664596273293
ME,Hudson,24,8050,0.0029813664596273293
ME,Mackenzie,24,8050,0.0029813664596273293
ME,Hayden,24,8050,0.0029813664596273293
ME,Asher,24,8050,0.0029813664596273293
ME,Caleb,24,8050,0.0029813664596273293
TX,Nathan,1059,355286,0.002980697241095906
NV,Zoey,72,24158,0.002980379170461131
AZ,Samuel,198,66488,0.002977980989050656
NM,Aaliyah,45,15112,0.0029777660137638965
NM,Mila,45,15112,0.0029777660137638965
NC,Hunter,288,96766,0.002976251989335097
NC,Jeremiah,288,96766,0.002976251989335097
VA,Evelyn,236,79313,0.0029755525575882896
MS,Londyn,74,24872,0.0029752331939530397
MS,London,74,24872,0.0029752331939530397
MA,Riley,162,54463,0.002974496447129244
MA,Elijah,162,54463,0.002974496447129244
IA,Hayden,84,28264,0.0029719784885366544
IA,Addison,84,28264,0.0029719784885366544
ID,Blake,42,14133,0.0029717682020802376
ID,Charles,42,14133,0.0029717682020802376
NY,Oliver,572,192479,0.002971752762639041
KY,Andrew,119,40067,0.0029700252077769734
TX,Joseph,1055,355286,0.002969438705718773
MN,Joseph,156,52542,0.002969053328765559
OK,Joseph,108,36378,0.0029688273132112814
OK,Emily,108,36378,0.0029688273132112814
OK,Charlotte,108,36378,0.0029688273132112814
KS,Ella,85,28644,0.002967462644882
KS,Daniel,85,28644,0.002967462644882
KS,Lincoln,85,28644,0.002967462644882
ND,Claire,22,7416,0.0029665587918015104
ND,Samuel,22,7416,0.0029665587918015104
ND,Cooper,22,7416,0.0029665587918015104
ND,Braxton,22,7416,0.0029665587918015104
ND,Grayson,22,7416,0.0029665587918015104
TN,Riley,198,66781,0.002964915170482622
SC,Evelyn,117,39463,0.002964802473202747
SC,Brayden,117,39463,0.002964802473202747
AL,Chloe,126,42522,0.0029631720050797236
AL,Robert,126,42522,0.0029631720050797236
AZ,Camila,197,66488,0.0029629406810251476
CT,Jonathan,78,26330,0.0029624003038359287
OR,Luke,98,33102,0.002960546190562504
OR,Jayden,98,33102,0.002960546190562504
AR,Jeremiah,77,26011,0.0029602860328322633
LA,Benjamin,137,46303,0.0029587715698766817
UT,Easton,114,38536,0.002958272783890388
PA,Ella,330,111578,0.0029575722812740864
PA,Levi,330,111578,0.0029575722812740864
WA,Caleb,200,67630,0.0029572674848440043
GA,Aubrey,304,102801,0.002957169677337769
GA,Lucas,304,102801,0.002957169677337769
MI,Lillian,262,88627,0.002956209732925632
WV,Jordan,42,14220,0.002953586497890295
WV,Maddox,42,14220,0.002953586497890295
WV,Sadie,42,14220,0.002953586497890295
OH,Madison,330,111850,0.002950379973178364
MN,Jaxon,155,52542,0.0029500209356324463
MN,Daniel,155,52542,0.0029500209356324463
FL,Joseph,539,182711,0.00295001395646677
TX,Mateo,1048,355286,0.002949736268808791
IN,Andrew,195,66111,0.002949584789218133
AZ,Amelia,196,66488,0.0029479003729996392
MD,Emily,152,51607,0.0029453368729048385
NC,Riley,285,96766,0.00294524936444619
KY,David,118,40067,0.0029450670127536376
KY,Brantley,118,40067,0.0029450670127536376
KY,Jaxson,118,40067,0.0029450670127536376
MI,Connor,261,88627,0.0029449264896701907
MI,David,261,88627,0.0029449264896701907
MI,Caleb,261,88627,0.0029449264896701907
WI,Riley,147,49954,0.002942707290707451
WA,Andrew,199,67630,0.002942481147419784
NE,Anthony,53,18014,0.0029421561008104806
NE,Chloe,53,18014,0.0029421561008104806
NY,Chloe,566,192479,0.0029405805308631073
FL,Jordan,537,182711,0.0029390677080197688
MO,Andrew,171,58188,0.0029387502577851105
VA,Hunter,233,79313,0.0029377277369409807
VA,Charles,233,79313,0.0029377277369409807
LA,Caroline,136,46303,0.0029371746971038593
LA,Ella,136,46303,0.0029371746971038593
IA,Carson,83,28264,0.002936597792244551
IA,Thomas,83,28264,0.002936597792244551
MS,Peyton,73,24872,0.0029350273399807014
MS,Tyler,73,24872,0.0029350273399807014
MS,Hayden,73,24872,0.0029350273399807014
MS,Ashton,73,24872,0.0029350273399807014
MS,Colton,73,24872,0.0029350273399807014
TN,Mia,196,66781,0.0029349665323969393
IN,Joseph,194,66111,0.002934458713375989
HI,Elizabeth,23,7838,0.0029344220464404187
HI,Ryder,23,7838,0.0029344220464404187
HI,Nathaniel,23,7838,0.0029344220464404187
HI,Brayden,23,7838,0.0029344220464404187
HI,Emily,23,7838,0.0029344220464404187
AZ,Luis,195,66488,0.0029328600649741305
KS,Addison,84,28644,0.002932551319648094
OH,Cameron,328,111850,0.0029324988824318285
MN,Eleanor,154,52542,0.002930988542499334
FL,Luke,535,182711,0.002928121459572768
IL,Joshua,363,124106,0.0029249190208370263
CT,Jordan,77,26330,0.002924420812761109
CT,Aria,77,26330,0.002924420812761109
CO,Eli,148,50653,0.0029218407596785976
AR,Amelia,76,26011,0.0029218407596785976
CO,Grace,148,50653,0.0029218407596785976
AR,Braxton,76,26011,0.0029218407596785976
PA,Nolan,326,111578,0.002921722920288946
SD,Ella,21,7189,0.0029211295034079843
