"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"2001","Leonard Stern","leonard stern","194","United States","USA","2.4","inherited","inherited","male","62","Real Estate","Financial","North America","1","","0","inherited from father","pet supplies, real estate","Hartz Group","new","relation","1932","10621800000000","","inherited from father","has female siblings","http://en.wikipedia.org/wiki/Hartz_Mountain_Industries","http://en.wikipedia.org/wiki/Leonard_N._Stern","http://www.hartzmountain.com/Pages/history.aspx","","leonard schleifer","false"
"2001","Leslie Gonda","leslie gonda","272","United States","USA","1.8","self-made","founder non-finance","male","81","Consumer","Traded Sectors","North America","1","","1","0","aircraft leasing","ILFC","new","founder","1973","10621800000000","","","","http://en.wikipedia.org/wiki/Leslie_Gonda","http://en.wikipedia.org/wiki/International_Lease_Finance_Corporation","PREDICTING MARKET FOR SMALL, BIG JETS LANDS SIZABLE PROFITS The Seattle Times February 12, 1990, Monday, Final Edition","","leonard stern","false"
"2001","Leslie Wexner","leslie wexner","162","United States","USA","2.9","self-made","founder non-finance","male","59","Consumer","Traded Sectors","North America","1","","1","0","clothing","Limited Brands","new","founder","1963","10621800000000","","","","http://en.wikipedia.org/wiki/Les_Wexner","http://www.forbes.com/profile/leslie-wexner/","RAG TRADE REVOLUTIONARY The New York Times June 8, 1986, Sunday, Late City Final Edition","","leslie gonda","false"
"2001","Lester Crown","lester crown","146","United States","USA","3.1","inherited","inherited","male","75","Money Management","Financial","North America","1","","0","inherited from father","aerospace and defense","General Dynamics","new","relation","1919","10621800000000","","inherited from father","","http://en.wikipedia.org/wiki/Lester_Crown","THE ORDEAL OF LESTER CROWN The New York Times December 7, 1986, Sunday, Late City Final Edition","","","leslie wexner","false"
"2014","Linda Pritzker","linda pritzker","988","United States","USA","1.8","inherited","inherited","female","60","Real Estate","Financial","North America","1","","0","inherited from father","hotels","Hyatt","aquired","relation","1957","","hotels, investments","inherited from uncle","not involved in company","http://en.wikipedia.org/wiki/Pritzker_family","http://www.forbes.com/profile/linda-pritzker/","","","lester crown","false"
"2014","Lorenzo Fertitta","lorenzo fertitta","1284","United States","USA","1.3","self-made","self-made finance","male","45","Real Estate","Financial","North America","1","","1","0","entertainment","Station Casinos","new","founder","1976","","casinos, Ultimate Fighting Championship","","","http://en.wikipedia.org/wiki/Lorenzo_Fertitta","http://www.forbes.com/profile/lorenzo-fertitta/","http://www.forbes.com/profile/frank-fertitta-iii/","","linda pritzker","false"
"2014","Louis Bacon","louis bacon","1092","United States","USA","1.6","self-made","self-made finance","male","55","Hedge funds","Financial","North America","1","","1","0","hedge funds","Moore Capital Management","new","founder","1989","","hedge funds","","","http://en.wikipedia.org/wiki/Louis_Bacon","http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=21905","","","lorenzo fertitta","false"
"2001","Louis Gonda","louis gonda","222","United States","USA","2.1","self-made","founder non-finance","male","52","Consumer","Traded Sectors","North America","1","","1","0","aircraft leasing","ILFC","new","founder","1973","10621800000000","","","","http://en.wikipedia.org/wiki/Leslie_Gonda","http://en.wikipedia.org/wiki/International_Lease_Finance_Corporation","PREDICTING MARKET FOR SMALL, BIG JETS LANDS SIZABLE PROFITS The Seattle Times February 12, 1990, Monday, Final Edition","","louis bacon","false"
"2001","Lowry Mays","lowry mays","251","United States","USA","1.9","self-made","founder non-finance","male","","Media","Non-Traded Sectors","North America","1","","1","0","media","Clear Channel Communications","new","founder","1972","10621800000000","","","","http://en.wikipedia.org/wiki/Lowry_Mays","WELCOME RECEPTION;Clear Channel builds radio empire from singe San Antonio station THE DALLAS MORNING NEWS July 28, 1996, Sunday, HOME FINAL EDITION","","","louis gonda","false"
"2014","Lynda Resnick","lynda resnick","1036","United States","USA","1.8","self-made","executive","female","","Consumer","Traded Sectors","North America","1","","0","0","agriculture","Teleflora, Pistachios, POM, Fij","aquired","owner","1934","","","Purchased in 1979","","http://en.wikipedia.org/wiki/Lynda_Resnick","http://www.forbes.com/profile/stewart-and-lynda-resnick/","http://www.teleflora.com/info/about","","lowry mays","false"
"2014","Lynn Schusterman","lynn schusterman","328","United States","USA","4.5","inherited","inherited","female","75","Energy","Resource Related","North America","1","","0","spouse or widow","oil and gas"," Samson Investment Company ","new","relation","1971","","oil & gas, investments","widow","","http://en.wikipedia.org/wiki/Lynn_Schusterman","http://blogs.wsj.com/deals/2011/10/11/rich-family-youve-never-heard-of-could-sell-their-company-for-10-billion/","","","lynda resnick","false"
"2014","Malcolm Glazer","malcolm glazer","354","United States","USA","4.2","self-made","founder non-finance","male","85","Consumer","Traded Sectors","North America","1","","1","0","investments/real estate, sports teams","First Allied Corporation","new","founder","1984","","sports teams, real estate","died May 2014","","http://en.wikipedia.org/wiki/Malcolm_Glazer","http://www.nytimes.com/2014/05/29/sports/malcolm-glazer-owner-of-buccaneers-and-manchester-united-is-dead-at-85.html?_r=0","","","lynn schusterman","false"
"2001","Malcolm Green Chace III","malcolm green chace iii","490","United States","USA","1","self-made","founder non-finance","male","","Consumer","Traded Sectors","North America","1","","0","0","investments/real estate, sports teams","First Allied Corporation","new","founder","1984","10621800000000","sports teams, real estate","","","http://en.wikipedia.org/wiki/Malcolm_Glazer","http://www.nytimes.com/2014/05/29/sports/malcolm-glazer-owner-of-buccaneers-and-manchester-united-is-dead-at-85.html?_r=0","","","malcolm glazer","false"
"2014","Manuel Moroun","manuel moroun","1143","United States","USA","1.6","self-made","executive","male","86","Other","0","North America","1","","0","0","bridge to canada","CenTra Inc.","aquired","chairman","1970","","transportation","","","http://en.wikipedia.org/wiki/Manuel_Moroun","http://www.forbes.com/lists/2008/54/400list08_Manuel-Moroun_7L2B.html","A bridge too near; Billionaire Manuel Moroun doesn't want a new crossing to compete with his Ambassador Bridge between Windsor and Detroit - and he may get his way, writes Chris Christoff Ottawa Citizen September 15, 2011 Thursday","","malcolm green chace iii","false"
"2014","Marc Benioff","marc benioff","483","United States","USA","3.3","self-made","founder non-finance","male","49","Technology-Computer","New Sectors","North America","1","","1","0","cloud computing","salesforce.com","new","founder","1999","","business software","","","http://en.wikipedia.org/wiki/Marc_Benioff","http://www.forbes.com/profile/marc-benioff/","2009 Q&A: Marc Benioff, CEO of Salesforce.com San Jose Mercury News (California) October 24, 2009 Saturday","","manuel moroun","false"
"2014","Marc Lasry","marc lasry","1046","United States","USA","1.7","self-made","self-made finance","male","53","Hedge funds","Financial","North America","1","","1","0","hedge funds","Avenue Capital Group","new","founder","1995","","hedge funds","","","http://en.wikipedia.org/wiki/Marc_Lasry","http://www.forbes.com/profile/marc-lasry/","http://www.reuters.com/article/us-highyield-lasry-redemptions-idUSKBN0TY03120151215","","marc benioff","false"
"2014","Marc Rowan","marc rowan","580","United States","USA","2.9","self-made","self-made finance","male","52","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Apollo Group Management","new","founder","1990","","private equity","","","http://en.wikipedia.org/wiki/Joshua_Harris_(businessman)","http://www.agm.com/AboutUs/Overview.aspx","http://www.forbes.com/profile/joshua-harris/","","marc lasry","false"
"1996","Margaret Cargill","margaret cargill","275","United States","USA","1.5","inherited","inherited","female","76","Diversified financial","Financial","North America","1","","0","Third generation","food processing/commodities","Cargill","new","relation","1865","8100200000000","","3rd generation","","http://en.wikipedia.org/wiki/Margaret_Anne_Cargill","http://www.washingtonpost.com/wp-dyn/content/article/2006/08/03/AR2006080301666.html","","","marc rowan","false"
"2001","Marguerite Harbert","marguerite harbert","421","United States","USA","1.2","inherited","inherited","female","77","Other","0","North America","1","","0","spouse or widow","construction","Harbart Corporation","new","relation","1993","10621800000000","","widow","","http://en.wikipedia.org/wiki/Marguerite_Harbert","http://en.wikipedia.org/wiki/Harbert_Management_Corporation","http://www.al.com/living/index.ssf/2015/03/marguerite_harbert_alabamas_on.html","","margaret cargill","false"
"2014","Marian Ilitch","marian ilitch","1036","United States","USA","1.8","self-made","founder non-finance","female","","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","restaurant","Little Ceasers Pizza","new","founder","1959","","","","","http://en.wikipedia.org/wiki/Mike_Ilitch","http://www.littlecaesars.com/AboutUs/TheIlitchFamily.aspx","A Marriage Is a Partnership, Except in Baseball The New York Times December 26, 2006 Tuesday","","marguerite harbert","false"
"2014","Marianne Liebmann","marianne liebmann","506","United States","USA","3.2","inherited","inherited","female","60","Money Management","Financial","North America","1","","0","Third generation","food processing/commodities","Cargill","new","relation","1865","","Cargill, Inc.","3rd generation","","http://en.wikipedia.org/wiki/Marianne_Cargill_Liebmann","http://www.forbes.com/sites/briansolomon/2011/09/22/the-secretive-cargill-billionaires-and-their-family-tree/#2715e4857a0b4cc5ab6d4c5a","","","marian ilitch","false"
"2014","Marilyn Carlson Nelson","marilyn carlson nelson","340","United States","USA","4.4","inherited","inherited","female","74","Real Estate","Financial","North America","1","","0","inherited from father","hospitality","Carlson Inc","new","relation","1938","","hotels, restaurants","inherited from father","officially named heir to the company in 1998","http://www.forbes.com/profile/barbara-carlson-gage/#","","","","marianne liebmann","false"
"2014","Mario Gabelli","mario gabelli","1092","United States","USA","1.6","self-made","self-made finance","male","71","Money Management","Financial","North America","1","","1","0","asset management","Gabelli Asset Management Company","new","founder","1977","","money management","","","http://en.wikipedia.org/wiki/Mario_Gabelli","http://www.forbes.com/profile/mario-gabelli/","http://www.wsj.com/articles/stock-picker-mario-gabelli-makes-big-bucks-bucking-trends-1439919917","","marilyn carlson nelson","false"
"2014","Mark Cuban","mark cuban","663","United States","USA","2.6","self-made","founder non-finance","male","55","Media","Non-Traded Sectors","North America","1","","1","0","web broadcasting","Broadcast.com","new","founder","1995","","online media","also founded Microsolutions in 1983","","http://en.wikipedia.org/wiki/Mark_Cuban","http://content.time.com/time/nation/article/0,8599,1859909,00.html","","","mario gabelli","false"
"2014","Mark Pincus","mark pincus","1465","United States","USA","1.1","self-made","founder non-finance","male","48","Technology-Computer","New Sectors","North America","1","","1","0","online gaming","Zynga","new","founder","2007","","online games","","","http://en.wikipedia.org/wiki/Mark_Pincus","http://www.nytimes.com/2010/07/25/business/25zynga.html?_r=2&src=busln&pagewanted=all","","","mark cuban","false"
