NameFull,year,BillId,IntrDate,memberid,pooleid,PLaw,PassS,DW1
"Kennedy, Edward M. (Ted)",1977,95-S-1217,4/1/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-1992,8/3/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-2052,8/5/1977,10808-95-100,10808,1,1,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-2144,9/26/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-2159,9/29/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-2314,11/15/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1977,95-S-1927,7/26/1977,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3117,5/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3004,4/27/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2579,2/23/1978,10808-95-100,10808,0,1,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2625,3/1/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3116,5/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2676,3/6/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3115,5/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2751,3/15/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2755,3/16/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2910,4/13/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3110,5/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2953,4/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3099,5/18/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3270,7/10/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2551,2/21/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3431,8/18/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2550,2/21/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3498,9/14/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3613,10/13/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3118,5/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2549,2/21/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-3615,10/13/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2474,2/1/1978,10808-95-100,10808,1,1,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2394,1/19/1978,10808-95-100,10808,0,0,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2410,1/23/1978,10808-95-100,10808,0,1,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2466,1/31/1978,10808-95-100,10808,1,1,-0.482
"Kennedy, Edward M. (Ted)",1978,95-S-2450,1/27/1978,10808-95-100,10808,1,1,-0.482
Robert C. Byrd,1973,93-S-748,2/2/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-755,2/5/1973,1366-93-100,1366,0,1,-0.256
Robert C. Byrd,1973,93-S-750,2/2/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-743,2/2/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-570,1/26/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-564,1/26/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-516,1/23/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-343,1/12/1973,1366-93-100,1366,0,1,-0.256
Robert C. Byrd,1973,93-S-888,2/15/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-887,2/15/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2705,11/15/1973,1366-93-100,1366,0,1,-0.256
Robert C. Byrd,1973,93-S-2679,11/9/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2604,10/23/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2557,10/10/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2182,7/14/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2106,6/29/1973,1366-93-100,1366,0,1,-0.256
Robert C. Byrd,1973,93-S-1839,5/17/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-1828,5/16/1973,1366-93-100,1366,0,1,-0.256
Robert C. Byrd,1973,93-S-1710,5/3/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-1553,4/12/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-1500,4/6/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-936,2/21/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1973,93-S-2007,6/18/1973,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1974,93-S-4173,11/19/1974,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1974,93-S-3954,8/22/1974,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1974,93-S-3379,4/24/1974,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1974,93-S-3055,2/25/1974,1366-93-100,1366,0,0,-0.256
Robert C. Byrd,1979,96-S-891,4/5/1979,1366-96-100,1366,0,0,-0.28
Robert C. Byrd,1979,96-S-1512,7/13/1979,1366-96-100,1366,0,1,-0.28
Robert C. Byrd,1980,96-S-2760,5/22/1980,1366-96-100,1366,0,1,-0.28
Robert C. Byrd,1981,97-S-1787,10/28/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1599,9/9/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1585,8/3/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1499,7/17/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-479,2/16/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1419,6/24/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1418,6/24/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-652,3/10/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-619,3/5/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-403,2/5/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-402,2/5/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-9,1/5/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1981,97-S-1324,6/4/1981,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-3081,12/7/1982,1366-97-100,1366,0,1,-0.288
Robert C. Byrd,1982,97-S-2977,9/29/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2923,9/17/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2857,8/19/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2807,8/3/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2777,7/26/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2656,6/22/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2603,5/27/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2593,5/27/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2542,5/18/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2347,4/1/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2266,3/24/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2179,3/8/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2151,3/2/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2093,2/9/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-2027,1/28/1982,1366-97-100,1366,0,0,-0.288
Robert C. Byrd,1982,97-S-3105,12/16/1982,1366-97-100,1366,1,1,-0.288
Robert C. Byrd,1983,98-S-1620,7/14/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-240,1/27/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-331,2/1/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-440,2/3/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-441,2/3/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-454,2/3/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-621,2/28/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-647,3/2/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-957,3/24/1983,1366-98-100,1366,1,1,-0.295
Robert C. Byrd,1983,98-S-1050,4/14/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-1925,10/6/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-1448,6/10/1983,1366-98-100,1366,0,1,-0.295
Robert C. Byrd,1983,98-S-1541,6/27/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1983,98-S-1784,8/4/1983,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-2604,4/30/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-3058,10/4/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-3016,9/24/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-2945,8/9/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-2915,8/8/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-2727,6/6/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1984,98-S-2446,3/19/1984,1366-98-100,1366,0,0,-0.295
Robert C. Byrd,1985,99-S-1175,5/21/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-952,4/18/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-699,3/20/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-609,3/7/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-262,1/24/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-1533,7/31/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1985,99-S-1248,6/6/1985,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1986,99-S-2417,5/7/1986,1366-99-100,1366,0,1,-0.303
Robert C. Byrd,1986,99-S-2188,3/13/1986,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1986,99-S-2634,6/26/1986,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1986,99-S-2755,8/13/1986,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1986,99-S-2765,8/15/1986,1366-99-100,1366,0,0,-0.303
Robert C. Byrd,1987,100-S-809,3/23/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-632,3/3/1987,1366-100-100,1366,1,1,-0.311
Robert C. Byrd,1987,100-S-507,2/5/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-318,1/16/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-287,1/12/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-285,1/12/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-1741,10/1/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-1420,6/24/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-1235,5/19/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-284,1/12/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-810,3/23/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-1160,5/7/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-879,3/30/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-813,3/23/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-812,3/23/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-811,3/23/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1987,100-S-1753,10/6/1987,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1988,100-S-2651,7/25/1988,1366-100-100,1366,0,0,-0.311
Robert C. Byrd,1989,101-S-2,1/25/1989,1366-101-100,1366,0,0,-0.319
Robert C. Byrd,1989,101-S-85,1/25/1989,1366-101-100,1366,1,1,-0.319
Robert C. Byrd,1989,101-S-1735,10/5/1989,1366-101-100,1366,0,1,-0.319
Robert C. Byrd,1990,101-S-2752,6/19/1990,1366-101-100,1366,0,0,-0.319
Robert C. Byrd,1992,102-S-2402,3/25/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1992,102-S-2403,3/25/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1992,102-S-2404,3/25/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1992,102-S-2551,4/8/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1992,102-S-2570,4/9/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1992,102-S-2704,5/13/1992,1366-102-100,1366,0,0,-0.327
Robert C. Byrd,1993,103-S-1341,8/3/1993,1366-103-100,1366,0,0,-0.335
Robert C. Byrd,1993,103-S-1608,11/2/1993,1366-103-100,1366,0,0,-0.335
Robert C. Byrd,1994,103-S-1832,2/7/1994,1366-103-100,1366,0,0,-0.335
Robert C. Byrd,1995,104-S-359,2/6/1995,1366-104-100,1366,0,0,-0.343
Robert C. Byrd,1995,104-S-595,3/22/1995,1366-104-100,1366,0,0,-0.343
Robert C. Byrd,1996,104-S-1881,6/18/1996,1366-104-100,1366,0,0,-0.343
Robert C. Byrd,1997,105-S-182,1/22/1997,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,1997,105-S-630,4/22/1997,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,1997,105-S-1319,10/24/1997,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,1998,105-S-1761,3/16/1998,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,1998,105-S-2036,5/6/1998,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,1998,105-S-2553,10/6/1998,1366-105-100,1366,0,0,-0.351
Robert C. Byrd,2000,106-S-2942,7/27/2000,1366-106-100,1366,0,1,-0.359
Robert C. Byrd,2000,106-S-2247,3/9/2000,1366-106-100,1366,0,1,-0.359
Robert C. Byrd,2001,107-S-639,3/28/2001,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2001,107-S-1008,6/8/2001,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2001,107-S-60,1/22/2001,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2001,107-S-1077,6/21/2001,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2002,107-S-2551,5/22/2002,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2002,107-S-2708,6/28/2002,1366-107-100,1366,0,0,-0.367
Robert C. Byrd,2003,108-S-1997,12/9/2003,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2003,108-S-1576,9/3/2003,1366-108-100,1366,1,1,-0.375
Robert C. Byrd,2003,108-S-727,3/27/2003,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2003,108-S-793,4/7/2003,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2003,108-S-1176,6/3/2003,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2004,108-S-2321,4/20/2004,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2004,108-S-2808,9/15/2004,1366-108-100,1366,0,0,-0.375
Robert C. Byrd,2005,109-S-514,3/3/2005,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2005,109-S-515,3/3/2005,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2005,109-S-576,3/9/2005,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2005,109-S-745,4/11/2005,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2005,109-S-1133,5/26/2005,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2005,109-S-2028,11/17/2005,1366-109-100,1366,0,1,-0.382
Robert C. Byrd,2006,109-S-3174,5/25/2006,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2006,109-S-2362,3/2/2006,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2006,109-S-2231,2/1/2006,1366-109-100,1366,0,0,-0.382
Robert C. Byrd,2007,110-S-1590,6/11/2007,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2007,110-S-1633,6/15/2007,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2007,110-S-1644,6/18/2007,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2007,110-S-965,3/22/2007,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2007,110-S-2155,10/4/2007,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2008,110-S-2581,1/30/2008,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2008,110-S-3181,6/23/2008,1366-110-100,1366,0,0,-0.39
Robert C. Byrd,2009,111-S-1579,8/5/2009,1366-111-100,1366,0,0,-0.398
Robert C. Byrd,2009,111-S-1534,7/29/2009,1366-111-100,1366,0,0,-0.398
Robert C. Byrd,2009,111-S-1529,7/28/2009,1366-111-100,1366,0,0,-0.398
Robert C. Byrd,2009,111-S-1298,6/18/2009,1366-111-100,1366,0,0,-0.398
