"id","first_name","last_name","party","seniority","state","missed_votes_pct","votes_with_party_pct","congress"
"A000062","George","Aiken","R",6,"VT",NULL,NULL,80
"B000095","Raymond","Baldwin","R",1,"CT",NULL,NULL,80
"B000099","Joseph","Ball","R",7,"MN",NULL,NULL,80
"B000145","Alben","Barkley","D",20,"KY",NULL,NULL,80
"B000460","Theodore","Bilbo","D",13,"MS",NULL,NULL,80
"B000816","Ralph","Brewster","R",7,"ME",NULL,NULL,80
"B000820","John","Bricker","R",1,"OH",NULL,NULL,80
"B000823","Henry","Bridges","R",11,"NH",NULL,NULL,80
"B000874","Charles","Brooks","R",7,"IL",NULL,NULL,80
"B000894","Joseph","Broughton","D",1,"NC",NULL,NULL,80
"B001013","Clayton","Buck","R",5,"DE",NULL,NULL,80
"B001168","Harlan","Bushfield","R",5,"SD",NULL,NULL,80
"B001169","Vera","Bushfield","R",1,"SD",NULL,NULL,80
"B001177","Hugh","Butler","R",7,"NE",NULL,NULL,80
"B001208","Harry","Byrd","D",14,"VA",NULL,NULL,80
"C000021","Harry","Cain","R",1,"WA",NULL,NULL,80
"C000128","Homer","Capehart","R",3,"IN",NULL,NULL,80
"C000133","Arthur","Capper","R",28,"KS",NULL,NULL,80
"C000338","Dennis","Chavez","D",12,"NM",NULL,NULL,80
"C000684","Thomas","Connally","D",18,"TX",NULL,NULL,80
"C000758","John","Cooper","R",1,"KY",NULL,NULL,80
"C000774","Guy","Cordon","R",3,"OR",NULL,NULL,80
"D000414","Forrest","Donnell","R",3,"MO",NULL,NULL,80
"D000469","Sheridan","Downey","D",9,"CA",NULL,NULL,80
"D000585","Henry","Dworshak","R",1,"ID",NULL,NULL,80
"E000018","James","Eastland","D",5,"MS",NULL,NULL,80
"E000037","Zales","Ecton","R",1,"MT",NULL,NULL,80
"E000112","Allen","Ellender","D",11,"LA",NULL,NULL,80
"F000057","William","Feazel","D",1,"LA",NULL,NULL,80
"F000081","Homer","Ferguson","R",5,"MI",NULL,NULL,80
"F000190","Ralph","Flanders","R",1,"VT",NULL,NULL,80
"F000401","James","Fulbright","D",3,"AR",NULL,NULL,80
"G000131","Walter","George","D",25,"GA",NULL,NULL,80
"G000418","Theodore","Green","D",11,"RI",NULL,NULL,80
"G000532","John","Gurney","R",9,"SD",NULL,NULL,80
"H000334","Carl","Hatch","D",14,"NM",NULL,NULL,80
"H000365","Albert","Hawkes","R",5,"NJ",NULL,NULL,80
"H000385","Carl","Hayden","D",20,"AZ",NULL,NULL,80
"H000559","Bourke","Hickenlooper","R",3,"IA",NULL,NULL,80
"H000598","Joseph","Hill","D",9,"AL",NULL,NULL,80
"H000679","Clyde","Hoey","D",3,"NC",NULL,NULL,80
"H000720","Spessard","Holland","D",1,"FL",NULL,NULL,80
"I000050","Irving","Ives","R",1,"NY",NULL,NULL,80
"J000093","William","Jenner","R",1,"IN",NULL,NULL,80
"J000127","Edwin","Johnson","D",11,"CO",NULL,NULL,80
"J000195","Olin","Johnston","D",3,"SC",NULL,NULL,80
"K000082","James","Kem","R",1,"MO",NULL,NULL,80
"K000176","Harley","Kilgore","D",7,"WV",NULL,NULL,80
"K000292","William","Knowland","R",2,"CA",NULL,NULL,80
"L000070","William","Langer","R",7,"ND",NULL,NULL,80
"L000394","Henry","Lodge","R",8,"MA",NULL,NULL,80
"L000428","Russell","Long","D",1,"LA",NULL,NULL,80
"L000493","Scott","Lucas","D",8,"IL",NULL,NULL,80
"M000053","Warren","Magnuson","D",3,"WA",NULL,NULL,80
"M000086","George","Malone","R",1,"NV",NULL,NULL,80
"M000177","Edward","Martin","R",1,"PA",NULL,NULL,80
"M000279","Burnet","Maybank","D",6,"SC",NULL,NULL,80
"M000308","Patrick","McCarran","D",14,"NV",NULL,NULL,80
"M000315","Joseph","McCarthy","R",1,"WI",NULL,NULL,80
"M000332","John","McClellan","D",5,"AR",NULL,NULL,80
"M000438","Ernest","McFarland","D",7,"AZ",NULL,NULL,80
"M000456","James","McGrath","D",1,"RI",NULL,NULL,80
"M000499","Kenneth","McKellar","D",30,"TN",NULL,NULL,80
"M000559","Brien","McMahon","D",3,"CT",NULL,NULL,80
"M000771","Eugene","Millikin","R",6,"CO",NULL,NULL,80
"M000895","Edward","Moore","R",5,"OK",NULL,NULL,80
"M001014","Wayne","Morse","R",3,"OR",NULL,NULL,80
"M001078","Karl","Mundt","R",1,"SD",NULL,NULL,80
"M001108","James","Murray","D",13,"MT",NULL,NULL,80
"M001127","Francis","Myers","D",3,"PA",NULL,NULL,80
"O000032","Herbert","O?Conor","D",1,"MD",NULL,NULL,80
"O000034","Wilbert","O?Daniel","D",6,"TX",NULL,NULL,80
"O000088","Joseph","O?Mahoney","D",14,"WY",NULL,NULL,80
"O000146","John","Overton","D",14,"LA",NULL,NULL,80
"P000218","Claude","Pepper","D",11,"FL",NULL,NULL,80
"R000112","Clyde","Reed","R",9,"KS",NULL,NULL,80
"R000167","William","Revercomb","R",5,"WV",NULL,NULL,80
"R000317","Absalom","Robertson","D",1,"VA",NULL,NULL,80
"R000320","Edward","Robertson","R",5,"WY",NULL,NULL,80
"R000536","Richard","Russell","D",14,"GA",NULL,NULL,80
"S000021","Leverett","Saltonstall","R",3,"MA",NULL,NULL,80
"S000553","Howard","Smith","R",3,"NJ",NULL,NULL,80
"S000701","John","Sparkman","D",2,"AL",NULL,NULL,80
"S000852","John","Stennis","D",1,"MS",NULL,NULL,80
"S000901","Arthur","Stewart","D",8,"TN",NULL,NULL,80
"T000009","Robert","Taft","R",9,"OH",NULL,NULL,80
"T000079","Glen","Taylor","D",3,"ID",NULL,NULL,80
"T000164","Elbert","Thomas","D",14,"UT",NULL,NULL,80
"T000165","Elmer","Thomas","D",20,"OK",NULL,NULL,80
"T000259","Edward","Thye","R",1,"MN",NULL,NULL,80
"T000289","Charles","Tobey","R",9,"NH",NULL,NULL,80
"T000446","Millard","Tydings","D",20,"MD",NULL,NULL,80
"U000005","William","Umstead","D",1,"NC",NULL,NULL,80
"V000025","Arthur","Vandenberg","R",19,"MI",NULL,NULL,80
"W000021","Robert","Wagner","D",20,"NY",NULL,NULL,80
"W000190","Arthur","Watkins","R",1,"UT",NULL,NULL,80
"W000344","Kenneth","Wherry","R",4,"NE",NULL,NULL,80
"W000396","Wallace","White","R",16,"ME",NULL,NULL,80
"W000465","Alexander","Wiley","R",9,"WI",NULL,NULL,80
"W000518","John","Williams","R",1,"DE",NULL,NULL,80
"W000581","George","Wilson","R",4,"IA",NULL,NULL,80
"Y000047","Milton","Young","R",2,"ND",NULL,NULL,80
"A000062","George","Aiken","R",9,"VT",NULL,NULL,81
"A000186","Clinton","Anderson","D",1,"NM",NULL,NULL,81
"B000095","Raymond","Baldwin","R",3,"CT",NULL,NULL,81
"B000145","Alben","Barkley","D",22,"KY",NULL,NULL,81
"B000399","William","Benton","D",1,"CT",NULL,NULL,81
"B000816","Ralph","Brewster","R",9,"ME",NULL,NULL,81
"B000820","John","Bricker","R",3,"OH",NULL,NULL,81
"B000823","Henry","Bridges","R",13,"NH",NULL,NULL,81
"B000894","Joseph","Broughton","D",1,"NC",NULL,NULL,81
"B001177","Hugh","Butler","R",9,"NE",NULL,NULL,81
"B001208","Harry","Byrd","D",16,"VA",NULL,NULL,81
"C000021","Harry","Cain","R",3,"WA",NULL,NULL,81
"C000128","Homer","Capehart","R",5,"IN",NULL,NULL,81
"C000154","Frank","Carlson","R",1,"KS",NULL,NULL,81
"C000317","Virgil","Chapman","D",1,"KY",NULL,NULL,81
"C000338","Dennis","Chavez","D",14,"NM",NULL,NULL,81
"C000506","Earle","Clements","D",1,"KY",NULL,NULL,81
"C000684","Thomas","Connally","D",20,"TX",NULL,NULL,81
"C000774","Guy","Cordon","R",5,"OR",NULL,NULL,81
"D000048","Harry","Darby","R",1,"KS",NULL,NULL,81
"D000414","Forrest","Donnell","R",5,"MO",NULL,NULL,81
"D000456","Paul","Douglas","D",1,"IL",NULL,NULL,81
"D000469","Sheridan","Downey","D",11,"CA",NULL,NULL,81
"D000522","John","Dulles","R",1,"NY",NULL,NULL,81
"D000585","Henry","Dworshak","R",3,"ID",NULL,NULL,81
"E000018","James","Eastland","D",7,"MS",NULL,NULL,81
"E000037","Zales","Ecton","R",3,"MT",NULL,NULL,81
"E000112","Allen","Ellender","D",13,"LA",NULL,NULL,81
"F000081","Homer","Ferguson","R",7,"MI",NULL,NULL,81
"F000190","Ralph","Flanders","R",3,"VT",NULL,NULL,81
"F000356","Joseph","Frear","D",1,"DE",NULL,NULL,81
"F000401","James","Fulbright","D",5,"AR",NULL,NULL,81
"G000131","Walter","George","D",27,"GA",NULL,NULL,81
"G000205","Guy","Gillette","D",9,"IA",NULL,NULL,81
"G000353","Frank","Graham","D",1,"NC",NULL,NULL,81
"G000418","Theodore","Green","D",13,"RI",NULL,NULL,81
"G000532","John","Gurney","R",11,"SD",NULL,NULL,81
"H000385","Carl","Hayden","D",22,"AZ",NULL,NULL,81
"H000495","Robert","Hendrickson","R",1,"NJ",NULL,NULL,81
"H000559","Bourke","Hickenlooper","R",5,"IA",NULL,NULL,81
"H000598","Joseph","Hill","D",11,"AL",NULL,NULL,81
"H000679","Clyde","Hoey","D",5,"NC",NULL,NULL,81
"H000720","Spessard","Holland","D",3,"FL",NULL,NULL,81
"H000953","Hubert","Humphrey","I",1,"MN",NULL,NULL,81
"H000975","Lester","Hunt","D",1,"WY",NULL,NULL,81
"I000050","Irving","Ives","R",3,"NY",NULL,NULL,81
"J000093","William","Jenner","R",3,"IN",NULL,NULL,81
"J000127","Edwin","Johnson","D",13,"CO",NULL,NULL,81
"J000160","Lyndon","Johnson","D",1,"TX",NULL,NULL,81
"J000195","Olin","Johnston","D",5,"SC",NULL,NULL,81
"K000044","Carey","Kefauver","D",1,"TN",NULL,NULL,81
"K000082","James","Kem","R",3,"MO",NULL,NULL,81
"K000144","Robert","Kerr","D",1,"OK",NULL,NULL,81
"K000176","Harley","Kilgore","D",9,"WV",NULL,NULL,81
"K000292","William","Knowland","R",4,"CA",NULL,NULL,81
"L000070","William","Langer","R",9,"ND",NULL,NULL,81
"L000173","Edward","Leahy","D",1,"RI",NULL,NULL,81
"L000224","Herbert","Lehman","D",1,"NY",NULL,NULL,81
"L000394","Henry","Lodge","R",10,"MA",NULL,NULL,81
"L000428","Russell","Long","D",1,"LA",NULL,NULL,81
"L000493","Scott","Lucas","D",11,"IL",NULL,NULL,81
"M000053","Warren","Magnuson","D",5,"WA",NULL,NULL,81
"M000086","George","Malone","R",3,"NV",NULL,NULL,81
"M000177","Edward","Martin","R",3,"PA",NULL,NULL,81
"M000279","Burnet","Maybank","D",8,"SC",NULL,NULL,81
"M000308","Patrick","McCarran","D",16,"NV",NULL,NULL,81
"M000315","Joseph","McCarthy","R",3,"WI",NULL,NULL,81
"M000332","John","McClellan","D",7,"AR",NULL,NULL,81
"M000438","Ernest","McFarland","D",9,"AZ",NULL,NULL,81
"M000456","James","McGrath","D",3,"RI",NULL,NULL,81
"M000499","Kenneth","McKellar","D",32,"TN",NULL,NULL,81
"M000559","Brien","McMahon","D",5,"CT",NULL,NULL,81
"M000716","Bert","Miller","D",1,"ID",NULL,NULL,81
"M000771","Eugene","Millikin","R",8,"CO",NULL,NULL,81
"M001014","Wayne","Morse","R",5,"OR",NULL,NULL,81
"M001078","Karl","Mundt","R",2,"SD",NULL,NULL,81
"M001108","James","Murray","D",15,"MT",NULL,NULL,81
"M001127","Francis","Myers","D",5,"PA",NULL,NULL,81
"N000023","Matthew","Neely","D",17,"WV",NULL,NULL,81
"N000116","Richard","Nixon","R",1,"CA",NULL,NULL,81
"O000032","Herbert","O?Conor","D",3,"MD",NULL,NULL,81
"O000088","Joseph","O?Mahoney","D",16,"WY",NULL,NULL,81
"P000100","John","Pastore","D",1,"RI",NULL,NULL,81
"P000218","Claude","Pepper","D",13,"FL",NULL,NULL,81
"R000112","Clyde","Reed","R",11,"KS",NULL,NULL,81
"R000317","Absalom","Robertson","D",3,"VA",NULL,NULL,81
"R000536","Richard","Russell","D",16,"GA",NULL,NULL,81
"S000021","Leverett","Saltonstall","R",4,"MA",NULL,NULL,81
"S000138","Andrew","Schoeppel","R",1,"KS",NULL,NULL,81
"S000553","Howard","Smith","R",5,"NJ",NULL,NULL,81
"S000590","Margaret","Smith","R",1,"ME",NULL,NULL,81
"S000639","Willis","Smith","D",1,"NC",NULL,NULL,81
"S000701","John","Sparkman","D",3,"AL",NULL,NULL,81
"S000852","John","Stennis","D",2,"MS",NULL,NULL,81
"T000009","Robert","Taft","R",11,"OH",NULL,NULL,81
"T000079","Glen","Taylor","D",5,"ID",NULL,NULL,81
"T000164","Elbert","Thomas","D",16,"UT",NULL,NULL,81
"T000165","Elmer","Thomas","D",22,"OK",NULL,NULL,81
"T000259","Edward","Thye","R",3,"MN",NULL,NULL,81
"T000289","Charles","Tobey","R",11,"NH",NULL,NULL,81
"T000446","Millard","Tydings","D",22,"MD",NULL,NULL,81
"V000025","Arthur","Vandenberg","R",21,"MI",NULL,NULL,81
"W000021","Robert","Wagner","D",22,"NY",NULL,NULL,81
"W000190","Arthur","Watkins","R",3,"UT",NULL,NULL,81
"W000344","Kenneth","Wherry","R",7,"NE",NULL,NULL,81
"W000465","Alexander","Wiley","R",11,"WI",NULL,NULL,81
"W000518","John","Williams","R",4,"DE",NULL,NULL,81
"W000658","Garrett","Withers","D",1,"KY",NULL,NULL,81
"Y000047","Milton","Young","R",4,"ND",NULL,NULL,81
"A000062","George","Aiken","R",11,"VT",NULL,NULL,82
"A000186","Clinton","Anderson","D",3,"NM",NULL,NULL,82
"B000384","Wallace","Bennett","R",1,"UT",NULL,NULL,82
"B000399","William","Benton","D",2,"CT",NULL,NULL,82
"B000816","Ralph","Brewster","R",11,"ME",NULL,NULL,82
"B000820","John","Bricker","R",5,"OH",NULL,NULL,82
"B000823","Henry","Bridges","R",16,"NH",NULL,NULL,82
"B001167","Prescott","Bush","R",1,"CT",NULL,NULL,82
"B001177","Hugh","Butler","R",11,"NE",NULL,NULL,82
"B001180","John","Butler","R",1,"MD",NULL,NULL,82
"B001208","Harry","Byrd","D",18,"VA",NULL,NULL,82
"C000021","Harry","Cain","R",5,"WA",NULL,NULL,82
"C000128","Homer","Capehart","R",7,"IN",NULL,NULL,82
"C000154","Frank","Carlson","R",1,"KS",NULL,NULL,82
"C000221","Francis","Case","R",1,"SD",NULL,NULL,82
"C000317","Virgil","Chapman","D",3,"KY",NULL,NULL,82
"C000338","Dennis","Chavez","D",16,"NM",NULL,NULL,82
"C000506","Earle","Clements","D",1,"KY",NULL,NULL,82
"C000684","Thomas","Connally","D",22,"TX",NULL,NULL,82
"C000758","John","Cooper","R",3,"KY",NULL,NULL,82
"C000774","Guy","Cordon","R",7,"OR",NULL,NULL,82
"D000360","Everett","Dirksen","R",2,"IL",NULL,NULL,82
"D000456","Paul","Douglas","D",3,"IL",NULL,NULL,82
"D000516","James","Duff","R",1,"PA",NULL,NULL,82
"D000585","Henry","Dworshak","R",4,"ID",NULL,NULL,82
"E000018","James","Eastland","D",9,"MS",NULL,NULL,82
"E000037","Zales","Ecton","R",5,"MT",NULL,NULL,82
"E000112","Allen","Ellender","D",15,"LA",NULL,NULL,82
"F000081","Homer","Ferguson","R",9,"MI",NULL,NULL,82
"F000190","Ralph","Flanders","R",5,"VT",NULL,NULL,82
"F000356","Joseph","Frear","D",3,"DE",NULL,NULL,82
"F000401","James","Fulbright","D",7,"AR",NULL,NULL,82
"G000131","Walter","George","D",29,"GA",NULL,NULL,82
"G000205","Guy","Gillette","D",11,"IA",NULL,NULL,82
"G000418","Theodore","Green","D",15,"RI",NULL,NULL,82
"G000481","Dwight","Griswold","R",1,"NE",NULL,NULL,82
"H000385","Carl","Hayden","D",24,"AZ",NULL,NULL,82
"H000495","Robert","Hendrickson","R",3,"NJ",NULL,NULL,82
"H000502","Thomas","Hennings","D",1,"MO",NULL,NULL,82
"H000559","Bourke","Hickenlooper","R",7,"IA",NULL,NULL,82
"H000598","Joseph","Hill","D",14,"AL",NULL,NULL,82
"H000679","Clyde","Hoey","D",7,"NC",NULL,NULL,82
"H000720","Spessard","Holland","D",5,"FL",NULL,NULL,82
"H000953","Hubert","Humphrey","I",3,"MN",NULL,NULL,82
"H000975","Lester","Hunt","D",3,"WY",NULL,NULL,82
"I000050","Irving","Ives","R",5,"NY",NULL,NULL,82
"J000093","William","Jenner","R",5,"IN",NULL,NULL,82
"J000127","Edwin","Johnson","D",15,"CO",NULL,NULL,82
"J000160","Lyndon","Johnson","D",2,"TX",NULL,NULL,82
"J000195","Olin","Johnston","D",7,"SC",NULL,NULL,82
"K000044","Carey","Kefauver","D",3,"TN",NULL,NULL,82
"K000082","James","Kem","R",5,"MO",NULL,NULL,82
"K000144","Robert","Kerr","D",3,"OK",NULL,NULL,82
"K000176","Harley","Kilgore","D",11,"WV",NULL,NULL,82
"K000292","William","Knowland","R",6,"CA",NULL,NULL,82
"K000335","Thomas","Kuchel","R",1,"CA",NULL,NULL,82
"L000070","William","Langer","R",11,"ND",NULL,NULL,82
"L000224","Herbert","Lehman","D",2,"NY",NULL,NULL,82
"L000394","Henry","Lodge","R",12,"MA",NULL,NULL,82
"L000428","Russell","Long","D",3,"LA",NULL,NULL,82
"M000053","Warren","Magnuson","D",7,"WA",NULL,NULL,82
"M000086","George","Malone","R",5,"NV",NULL,NULL,82
"M000177","Edward","Martin","R",5,"PA",NULL,NULL,82
"M000279","Burnet","Maybank","D",10,"SC",NULL,NULL,82
"M000308","Patrick","McCarran","D",18,"NV",NULL,NULL,82
"M000315","Joseph","McCarthy","R",5,"WI",NULL,NULL,82
"M000332","John","McClellan","D",9,"AR",NULL,NULL,82
"M000438","Ernest","McFarland","D",10,"AZ",NULL,NULL,82
"M000499","Kenneth","McKellar","D",34,"TN",NULL,NULL,82
"M000559","Brien","McMahon","D",7,"CT",NULL,NULL,82
"M000771","Eugene","Millikin","R",10,"CO",NULL,NULL,82
"M000859","Almer","Monroney","D",1,"OK",NULL,NULL,82
"M000878","Arthur","Moody","D",1,"MI",NULL,NULL,82
"M001014","Wayne","Morse","R",7,"OR",NULL,NULL,82
"M001078","Karl","Mundt","R",3,"SD",NULL,NULL,82
"M001108","James","Murray","D",17,"MT",NULL,NULL,82
"N000023","Matthew","Neely","D",19,"WV",NULL,NULL,82
"N000116","Richard","Nixon","R",1,"CA",NULL,NULL,82
"O000032","Herbert","O?Conor","D",5,"MD",NULL,NULL,82
"O000088","Joseph","O?Mahoney","D",18,"WY",NULL,NULL,82
"P000100","John","Pastore","D",1,"RI",NULL,NULL,82
"P000460","Charles","Potter","R",1,"MI",NULL,NULL,82
"P000575","William","Purtell","R",1,"CT",NULL,NULL,82
"R000317","Absalom","Robertson","D",5,"VA",NULL,NULL,82
"R000536","Richard","Russell","D",19,"GA",NULL,NULL,82
"S000021","Leverett","Saltonstall","R",6,"MA",NULL,NULL,82
"S000138","Andrew","Schoeppel","R",3,"KS",NULL,NULL,82
"S000214","Frederick","Seaton","R",1,"NE",NULL,NULL,82
"S000505","George","Smathers","D",1,"FL",NULL,NULL,82
"S000553","Howard","Smith","R",7,"NJ",NULL,NULL,82
"S000590","Margaret","Smith","R",3,"ME",NULL,NULL,82
"S000639","Willis","Smith","D",1,"NC",NULL,NULL,82
"S000701","John","Sparkman","D",5,"AL",NULL,NULL,82
"S000852","John","Stennis","D",4,"MS",NULL,NULL,82
"T000009","Robert","Taft","R",13,"OH",NULL,NULL,82
"T000259","Edward","Thye","R",5,"MN",NULL,NULL,82
"T000289","Charles","Tobey","R",13,"NH",NULL,NULL,82
"U000015","Thomas","Underwood","D",1,"KY",NULL,NULL,82
"V000025","Arthur","Vandenberg","R",23,"MI",NULL,NULL,82
"W000190","Arthur","Watkins","R",5,"UT",NULL,NULL,82
"W000269","Herman","Welker","R",2,"ID",NULL,NULL,82
"W000344","Kenneth","Wherry","R",9,"NE",NULL,NULL,82
"W000465","Alexander","Wiley","R",13,"WI",NULL,NULL,82
"W000518","John","Williams","R",5,"DE",NULL,NULL,82
"Y000047","Milton","Young","R",6,"ND",NULL,NULL,82
"A000010","Hazel","Abel","R",1,"NE",NULL,NULL,83
"A000062","George","Aiken","R",13,"VT",NULL,NULL,83
"A000186","Clinton","Anderson","D",5,"NM",NULL,NULL,83
"B000176","Frank","Barrett","R",1,"WY",NULL,NULL,83
"B000271","James","Beall","R",1,"MD",NULL,NULL,83
"B000356","George","Bender","R",1,"OH",NULL,NULL,83
"B000384","Wallace","Bennett","R",3,"UT",NULL,NULL,83
"B000436","Alan","Bible","D",1,"NV",NULL,NULL,83
"B000709","Eva","Bowring","R",1,"NE",NULL,NULL,83
"B000820","John","Bricker","R",7,"OH",NULL,NULL,83
"B000823","Henry","Bridges","R",17,"NH",NULL,NULL,83
"B000913","Ernest","Brown","R",1,"NV",NULL,NULL,83
"B001099","Thomas","Burke","D",1,"OH",NULL,NULL,83
"B001167","Prescott","Bush","R",1,"CT",NULL,NULL,83
"B001177","Hugh","Butler","R",13,"NE",NULL,NULL,83
"B001180","John","Butler","R",3,"MD",NULL,NULL,83
"B001208","Harry","Byrd","D",20,"VA",NULL,NULL,83
"C000128","Homer","Capehart","R",9,"IN",NULL,NULL,83
"C000154","Frank","Carlson","R",3,"KS",NULL,NULL,83
"C000221","Francis","Case","R",3,"SD",NULL,NULL,83
"C000338","Dennis","Chavez","D",18,"NM",NULL,NULL,83
"C000506","Earle","Clements","D",3,"KY",NULL,NULL,83
"C000758","John","Cooper","R",3,"KY",NULL,NULL,83
"C000774","Guy","Cordon","R",9,"OR",NULL,NULL,83
"C000802","Norris","Cotton","R",1,"NH",NULL,NULL,83
"C000906","Edward","Crippa","R",1,"WY",NULL,NULL,83
"C001006","Carl","Curtis","R",1,"NE",NULL,NULL,83
"D000031","Charles","Daniel","D",1,"SC",NULL,NULL,83
"D000036","Marion","Daniel","D",1,"TX",NULL,NULL,83
"D000360","Everett","Dirksen","R",3,"IL",NULL,NULL,83
"D000456","Paul","Douglas","D",5,"IL",NULL,NULL,83
"D000516","James","Duff","R",2,"PA",NULL,NULL,83
"D000585","Henry","Dworshak","R",6,"ID",NULL,NULL,83
"E000018","James","Eastland","D",11,"MS",NULL,NULL,83
"E000112","Allen","Ellender","D",17,"LA",NULL,NULL,83
"E000210","Joseph","Ervin","D",1,"NC",NULL,NULL,83
"F000081","Homer","Ferguson","R",11,"MI",NULL,NULL,83
"F000190","Ralph","Flanders","R",7,"VT",NULL,NULL,83
"F000356","Joseph","Frear","D",5,"DE",NULL,NULL,83
"F000401","James","Fulbright","D",9,"AR",NULL,NULL,83
"G000131","Walter","George","D",31,"GA",NULL,NULL,83
"G000205","Guy","Gillette","D",13,"IA",NULL,NULL,83
"G000267","Barry","Goldwater","R",1,"AZ",NULL,NULL,83
"G000320","Albert","Gore","D",1,"TN",NULL,NULL,83
"G000418","Theodore","Green","D",17,"RI",NULL,NULL,83
"G000481","Dwight","Griswold","R",1,"NE",NULL,NULL,83
"H000385","Carl","Hayden","D",26,"AZ",NULL,NULL,83
"H000495","Robert","Hendrickson","R",5,"NJ",NULL,NULL,83
"H000502","Thomas","Hennings","D",3,"MO",NULL,NULL,83
"H000559","Bourke","Hickenlooper","R",9,"IA",NULL,NULL,83
"H000598","Joseph","Hill","D",16,"AL",NULL,NULL,83
"H000679","Clyde","Hoey","D",9,"NC",NULL,NULL,83
"H000720","Spessard","Holland","D",7,"FL",NULL,NULL,83
"H000875","Roman","Hruska","R",1,"NE",NULL,NULL,83
"H000953","Hubert","Humphrey","I",5,"MN",NULL,NULL,83
"H000975","Lester","Hunt","D",5,"WY",NULL,NULL,83
"I000050","Irving","Ives","R",7,"NY",NULL,NULL,83
"J000013","Henry","Jackson","D",1,"WA",NULL,NULL,83
"J000093","William","Jenner","R",7,"IN",NULL,NULL,83
"J000127","Edwin","Johnson","D",17,"CO",NULL,NULL,83
"J000160","Lyndon","Johnson","D",4,"TX",NULL,NULL,83
"J000195","Olin","Johnston","D",9,"SC",NULL,NULL,83
"K000044","Carey","Kefauver","D",5,"TN",NULL,NULL,83
"K000107","John","Kennedy","D",1,"MA",NULL,NULL,83
"K000144","Robert","Kerr","D",5,"OK",NULL,NULL,83
"K000176","Harley","Kilgore","D",13,"WV",NULL,NULL,83
"K000292","William","Knowland","R",8,"CA",NULL,NULL,83
"K000335","Thomas","Kuchel","R",1,"CA",NULL,NULL,83
"L000070","William","Langer","R",13,"ND",NULL,NULL,83
"L000224","Herbert","Lehman","D",4,"NY",NULL,NULL,83
"L000240","Alton","Lennon","D",1,"NC",NULL,NULL,83
"L000428","Russell","Long","D",5,"LA",NULL,NULL,83
"M000053","Warren","Magnuson","D",9,"WA",NULL,NULL,83
"M000086","George","Malone","R",7,"NV",NULL,NULL,83
"M000113","Michael","Mansfield","D",1,"MT",NULL,NULL,83
"M000177","Edward","Martin","R",7,"PA",NULL,NULL,83
"M000279","Burnet","Maybank","D",12,"SC",NULL,NULL,83
"M000308","Patrick","McCarran","D",20,"NV",NULL,NULL,83
"M000315","Joseph","McCarthy","R",8,"WI",NULL,NULL,83
"M000332","John","McClellan","D",11,"AR",NULL,NULL,83
"M000771","Eugene","Millikin","R",12,"CO",NULL,NULL,83
"M000859","Almer","Monroney","D",3,"OK",NULL,NULL,83
"M001014","Wayne","Morse","I",9,"OR",NULL,NULL,83
"M001078","Karl","Mundt","R",5,"SD",NULL,NULL,83
"M001108","James","Murray","D",19,"MT",NULL,NULL,83
"N000023","Matthew","Neely","D",21,"WV",NULL,NULL,83
"O000088","Joseph","O?Mahoney","D",20,"WY",NULL,NULL,83
"P000100","John","Pastore","D",3,"RI",NULL,NULL,83
"P000150","Frederick","Payne","R",2,"ME",NULL,NULL,83
"P000460","Charles","Potter","R",1,"MI",NULL,NULL,83
"P000575","William","Purtell","R",1,"CT",NULL,NULL,83
"R000180","Samuel","Reynolds","R",1,"NE",NULL,NULL,83
"R000317","Absalom","Robertson","D",7,"VA",NULL,NULL,83
"R000536","Richard","Russell","D",21,"GA",NULL,NULL,83
"S000021","Leverett","Saltonstall","R",8,"MA",NULL,NULL,83
"S000138","Andrew","Schoeppel","R",5,"KS",NULL,NULL,83
"S000187","William","Scott","D",1,"NC",NULL,NULL,83
"S000505","George","Smathers","D",3,"FL",NULL,NULL,83
"S000553","Howard","Smith","R",9,"NJ",NULL,NULL,83
"S000590","Margaret","Smith","R",5,"ME",NULL,NULL,83
"S000639","Willis","Smith","D",3,"NC",NULL,NULL,83
"S000701","John","Sparkman","D",7,"AL",NULL,NULL,83
"S000852","John","Stennis","D",6,"MS",NULL,NULL,83
"S001136","William","Symington","D",1,"MO",NULL,NULL,83
"T000009","Robert","Taft","R",14,"OH",NULL,NULL,83
"T000254","Strom","Thurmond","D",1,"SC",NULL,NULL,83
"T000259","Edward","Thye","R",7,"MN",NULL,NULL,83
"T000289","Charles","Tobey","R",15,"NH",NULL,NULL,83
"U000032","Robert","Upton","R",1,"NH",NULL,NULL,83
"W000190","Arthur","Watkins","R",7,"UT",NULL,NULL,83
"W000269","Herman","Welker","R",3,"ID",NULL,NULL,83
"W000465","Alexander","Wiley","R",15,"WI",NULL,NULL,83
"W000518","John","Williams","R",7,"DE",NULL,NULL,83
"Y000047","Milton","Young","R",8,"ND",NULL,NULL,83
"A000062","George","Aiken","R",15,"VT",NULL,NULL,84
"A000161","Gordon","Allott","R",1,"CO",NULL,NULL,84
"A000186","Clinton","Anderson","D",7,"NM",NULL,NULL,84
"B000145","Alben","Barkley","D",22,"KY",NULL,NULL,84
"B000176","Frank","Barrett","R",3,"WY",NULL,NULL,84
"B000271","James","Beall","R",3,"MD",NULL,NULL,84
"B000356","George","Bender","R",1,"OH",NULL,NULL,84
