"id","first_name","last_name","party","seniority","state","missed_votes_pct","votes_with_party_pct","congress"
"B001210","Robert","Byrd","D",5,"WV",NULL,NULL,88
"C000120","Howard","Cannon","D",5,"NV",NULL,NULL,88
"C000154","Frank","Carlson","R",13,"KS",NULL,NULL,88
"C000220","Clifford","Case","R",9,"NJ",NULL,NULL,88
"C000388","Frank","Church","D",7,"ID",NULL,NULL,88
"C000444","Joseph","Clark","D",7,"PA",NULL,NULL,88
"C000758","John","Cooper","R",11,"KY",NULL,NULL,88
"C000802","Norris","Cotton","R",9,"NH",NULL,NULL,88
"C001006","Carl","Curtis","R",9,"NE",NULL,NULL,88
"D000360","Everett","Dirksen","R",13,"IL",NULL,NULL,88
"D000390","Thomas","Dodd","D",5,"CT",NULL,NULL,88
"D000409","Peter","Dominick","R",1,"CO",NULL,NULL,88
"D000456","Paul","Douglas","D",15,"IL",NULL,NULL,88
"E000018","James","Eastland","D",21,"MS",NULL,NULL,88
"E000055","James","Edmondson","D",1,"OK",NULL,NULL,88
"E000112","Allen","Ellender","D",27,"LA",NULL,NULL,88
"E000181","Clair","Engle","D",5,"CA",NULL,NULL,88
"E000210","Joseph","Ervin","D",9,"NC",NULL,NULL,88
"F000245","Hiram","Fong","R",4,"HI",NULL,NULL,88
"F000401","James","Fulbright","D",19,"AR",NULL,NULL,88
"G000267","Barry","Goldwater","R",11,"AZ",NULL,NULL,88
"G000320","Albert","Gore","D",11,"TN",NULL,NULL,88
"G000508","Ernest","Gruening","D",5,"AK",NULL,NULL,88
"H000237","Fred","Harris","D",1,"OK",NULL,NULL,88
"H000291","Philip","Hart","D",5,"MI",NULL,NULL,88
"H000297","Rupert","Hartke","D",5,"IN",NULL,NULL,88
"H000385","Carl","Hayden","D",36,"AZ",NULL,NULL,88
"H000559","Bourke","Hickenlooper","R",19,"IA",NULL,NULL,88
"H000598","Joseph","Hill","D",26,"AL",NULL,NULL,88
"H000720","Spessard","Holland","D",17,"FL",NULL,NULL,88
"H000875","Roman","Hruska","R",9,"NE",NULL,NULL,88
"H000953","Hubert","Humphrey","I",15,"MN",NULL,NULL,88
"I000025","Daniel","Inouye","D",1,"HI",NULL,NULL,88
"J000013","Henry","Jackson","D",11,"WA",NULL,NULL,88
"J000064","Jacob","Javits","R",7,"NY",NULL,NULL,88
"J000195","Olin","Johnston","D",19,"SC",NULL,NULL,88
"J000267","Benjamin","Jordan","D",5,"NC",NULL,NULL,88
"J000269","Leonard","Jordan","R",1,"ID",NULL,NULL,88
"K000036","Kenneth","Keating","R",5,"NY",NULL,NULL,88
"K000044","Carey","Kefauver","D",15,"TN",NULL,NULL,88
"K000105","Edward","Kennedy","D",1,"MA",NULL,NULL,88
"K000335","Thomas","Kuchel","R",11,"CA",NULL,NULL,88
"L000122","Frank","Lausche","D",7,"OH",NULL,NULL,88
"L000415","Edward","Long","D",3,"MO",NULL,NULL,88
"L000428","Russell","Long","D",15,"LA",NULL,NULL,88
"M000053","Warren","Magnuson","D",19,"WA",NULL,NULL,88
"M000113","Michael","Mansfield","D",11,"MT",NULL,NULL,88
"M000311","Eugene","McCarthy","I",5,"MN",NULL,NULL,88
"M000332","John","McClellan","D",21,"AR",NULL,NULL,88
"M000445","Gale","McGee","D",5,"WY",NULL,NULL,88
"M000452","George","McGovern","D",1,"SD",NULL,NULL,88
"M000486","Thomas","McIntyre","D",1,"NH",NULL,NULL,88
"M000582","Patrick","McNamara","D",9,"MI",NULL,NULL,88
"M000623","Edwin","Mechem","R",1,"NM",NULL,NULL,88
"M000671","Lee","Metcalf","D",3,"MT",NULL,NULL,88
"M000730","Jack","Miller","R",3,"IA",NULL,NULL,88
"M000851","Walter","Mondale","I",1,"MN",NULL,NULL,88
"M000859","Almer","Monroney","D",13,"OK",NULL,NULL,88
"M000876","Joseph","Montoya","D",1,"NM",NULL,NULL,88
"M001014","Wayne","Morse","D",19,"OR",NULL,NULL,88
"M001022","Thruston","Morton","R",7,"KY",NULL,NULL,88
"M001033","Frank","Moss","D",5,"UT",NULL,NULL,88
"M001078","Karl","Mundt","R",15,"SD",NULL,NULL,88
"M001092","George","Murphy","R",1,"CA",NULL,NULL,88
"M001121","Edmund","Muskie","D",5,"ME",NULL,NULL,88
"N000033","Gaylord","Nelson","D",1,"WI",NULL,NULL,88
"N000052","Maurine","Neuberger","D",3,"OR",NULL,NULL,88
"P000100","John","Pastore","D",13,"RI",NULL,NULL,88
"P000166","James","Pearson","R",2,"KS",NULL,NULL,88
"P000193","Claiborne","Pell","D",3,"RI",NULL,NULL,88
"P000552","Winston","Prouty","R",5,"VT",NULL,NULL,88
"P000553","William","Proxmire","D",6,"WI",NULL,NULL,88
"R000046","Jennings","Randolph","D",5,"WV",NULL,NULL,88
"R000191","Abraham","Ribicoff","D",1,"CT",NULL,NULL,88
"R000317","Absalom","Robertson","D",17,"VA",NULL,NULL,88
"R000536","Richard","Russell","D",31,"GA",NULL,NULL,88
"S000016","Pierre","Salinger","D",1,"CA",NULL,NULL,88
"S000021","Leverett","Saltonstall","R",19,"MA",NULL,NULL,88
"S000174","Hugh","Scott","R",5,"PA",NULL,NULL,88
"S000434","Milward","Simpson","R",1,"WY",NULL,NULL,88
"S000505","George","Smathers","D",13,"FL",NULL,NULL,88
"S000590","Margaret","Smith","R",15,"ME",NULL,NULL,88
"S000701","John","Sparkman","D",17,"AL",NULL,NULL,88
"S000852","John","Stennis","D",16,"MS",NULL,NULL,88
"S001136","William","Symington","D",11,"MO",NULL,NULL,88
"T000035","Herman","Talmadge","D",7,"GA",NULL,NULL,88
"T000254","Strom","Thurmond","R",10,"SC",NULL,NULL,88
"T000254","Strom","Thurmond","D",8,"SC",NULL,NULL,88
"T000322","John","Tower","R",2,"TX",NULL,NULL,88
"W000110","Herbert","Walters","D",1,"TN",NULL,NULL,88
"W000502","Harrison","Williams","D",5,"NJ",NULL,NULL,88
"W000518","John","Williams","R",17,"DE",NULL,NULL,88
"Y000006","Ralph","Yarborough","D",6,"TX",NULL,NULL,88
"Y000047","Milton","Young","R",18,"ND",NULL,NULL,88
"Y000053","Stephen","Young","D",5,"OH",NULL,NULL,88
"A000062","George","Aiken","R",25,"VT",NULL,NULL,89
"A000161","Gordon","Allott","R",11,"CO",NULL,NULL,89
"A000186","Clinton","Anderson","D",17,"NM",NULL,NULL,89
"B000201","Edward","Bartlett","D",7,"AK",NULL,NULL,89
"B000223","Ross","Bass","D",1,"TN",NULL,NULL,89
"B000254","Birch","Bayh","D",3,"IN",NULL,NULL,89
"B000384","Wallace","Bennett","R",15,"UT",NULL,NULL,89
"B000436","Alan","Bible","D",11,"NV",NULL,NULL,89
"B000593","James","Boggs","R",5,"DE",NULL,NULL,89
"B000813","Daniel","Brewster","D",3,"MD",NULL,NULL,89
"B001077","Quentin","Burdick","D",5,"ND",NULL,NULL,89
"B001208","Harry","Byrd","D",32,"VA",NULL,NULL,89
"B001209","Harry","Byrd","D",1,"VA",NULL,NULL,89
"B001210","Robert","Byrd","D",7,"WV",NULL,NULL,89
"C000120","Howard","Cannon","D",7,"NV",NULL,NULL,89
"C000154","Frank","Carlson","R",15,"KS",NULL,NULL,89
"C000220","Clifford","Case","R",11,"NJ",NULL,NULL,89
"C000388","Frank","Church","D",9,"ID",NULL,NULL,89
"C000444","Joseph","Clark","D",9,"PA",NULL,NULL,89
"C000758","John","Cooper","R",13,"KY",NULL,NULL,89
"C000802","Norris","Cotton","R",11,"NH",NULL,NULL,89
"C001006","Carl","Curtis","R",11,"NE",NULL,NULL,89
"D000360","Everett","Dirksen","R",15,"IL",NULL,NULL,89
"D000390","Thomas","Dodd","D",7,"CT",NULL,NULL,89
"D000409","Peter","Dominick","R",3,"CO",NULL,NULL,89
"D000456","Paul","Douglas","D",17,"IL",NULL,NULL,89
"E000018","James","Eastland","D",23,"MS",NULL,NULL,89
"E000112","Allen","Ellender","D",29,"LA",NULL,NULL,89
"E000210","Joseph","Ervin","D",11,"NC",NULL,NULL,89
"F000013","Paul","Fannin","R",1,"AZ",NULL,NULL,89
"F000245","Hiram","Fong","R",6,"HI",NULL,NULL,89
"F000401","James","Fulbright","D",21,"AR",NULL,NULL,89
"G000320","Albert","Gore","D",13,"TN",NULL,NULL,89
"G000465","Robert","Griffin","R",1,"MI",NULL,NULL,89
"G000508","Ernest","Gruening","D",7,"AK",NULL,NULL,89
"H000237","Fred","Harris","D",1,"OK",NULL,NULL,89
"H000291","Philip","Hart","D",7,"MI",NULL,NULL,89
"H000297","Rupert","Hartke","D",7,"IN",NULL,NULL,89
"H000385","Carl","Hayden","D",38,"AZ",NULL,NULL,89
"H000559","Bourke","Hickenlooper","R",21,"IA",NULL,NULL,89
"H000598","Joseph","Hill","D",27,"AL",NULL,NULL,89
"H000720","Spessard","Holland","D",19,"FL",NULL,NULL,89
"H000725","Ernest","Hollings","D",1,"SC",NULL,NULL,89
"H000875","Roman","Hruska","R",11,"NE",NULL,NULL,89
"I000025","Daniel","Inouye","D",3,"HI",NULL,NULL,89
"J000013","Henry","Jackson","D",13,"WA",NULL,NULL,89
"J000064","Jacob","Javits","R",9,"NY",NULL,NULL,89
"J000195","Olin","Johnston","D",21,"SC",NULL,NULL,89
"J000267","Benjamin","Jordan","D",7,"NC",NULL,NULL,89
"J000269","Leonard","Jordan","R",3,"ID",NULL,NULL,89
"K000105","Edward","Kennedy","D",3,"MA",NULL,NULL,89
"K000114","Robert","Kennedy","D",1,"NY",NULL,NULL,89
"K000335","Thomas","Kuchel","R",13,"CA",NULL,NULL,89
"L000122","Frank","Lausche","D",9,"OH",NULL,NULL,89
"L000415","Edward","Long","D",5,"MO",NULL,NULL,89
"L000428","Russell","Long","D",17,"LA",NULL,NULL,89
"M000053","Warren","Magnuson","D",21,"WA",NULL,NULL,89
"M000113","Michael","Mansfield","D",13,"MT",NULL,NULL,89
"M000311","Eugene","McCarthy","I",7,"MN",NULL,NULL,89
"M000332","John","McClellan","D",23,"AR",NULL,NULL,89
"M000445","Gale","McGee","D",7,"WY",NULL,NULL,89
"M000452","George","McGovern","D",3,"SD",NULL,NULL,89
"M000486","Thomas","McIntyre","D",3,"NH",NULL,NULL,89
"M000582","Patrick","McNamara","D",11,"MI",NULL,NULL,89
"M000671","Lee","Metcalf","D",5,"MT",NULL,NULL,89
"M000730","Jack","Miller","R",5,"IA",NULL,NULL,89
"M000851","Walter","Mondale","I",1,"MN",NULL,NULL,89
"M000859","Almer","Monroney","D",15,"OK",NULL,NULL,89
"M000876","Joseph","Montoya","D",1,"NM",NULL,NULL,89
"M001014","Wayne","Morse","D",21,"OR",NULL,NULL,89
"M001022","Thruston","Morton","R",9,"KY",NULL,NULL,89
"M001033","Frank","Moss","D",7,"UT",NULL,NULL,89
"M001078","Karl","Mundt","R",17,"SD",NULL,NULL,89
"M001092","George","Murphy","R",1,"CA",NULL,NULL,89
"M001121","Edmund","Muskie","D",7,"ME",NULL,NULL,89
"N000033","Gaylord","Nelson","D",3,"WI",NULL,NULL,89
"N000052","Maurine","Neuberger","D",5,"OR",NULL,NULL,89
"P000100","John","Pastore","D",15,"RI",NULL,NULL,89
"P000166","James","Pearson","R",3,"KS",NULL,NULL,89
"P000193","Claiborne","Pell","D",5,"RI",NULL,NULL,89
"P000552","Winston","Prouty","R",7,"VT",NULL,NULL,89
"P000553","William","Proxmire","D",8,"WI",NULL,NULL,89
"R000046","Jennings","Randolph","D",7,"WV",NULL,NULL,89
"R000191","Abraham","Ribicoff","D",3,"CT",NULL,NULL,89
"R000317","Absalom","Robertson","D",19,"VA",NULL,NULL,89
"R000525","Donald","Russell","D",1,"SC",NULL,NULL,89
"R000536","Richard","Russell","D",32,"GA",NULL,NULL,89
"S000021","Leverett","Saltonstall","R",21,"MA",NULL,NULL,89
"S000174","Hugh","Scott","R",7,"PA",NULL,NULL,89
"S000434","Milward","Simpson","R",3,"WY",NULL,NULL,89
"S000505","George","Smathers","D",15,"FL",NULL,NULL,89
"S000590","Margaret","Smith","R",17,"ME",NULL,NULL,89
"S000701","John","Sparkman","D",19,"AL",NULL,NULL,89
"S000739","William","Spong","D",1,"VA",NULL,NULL,89
"S000852","John","Stennis","D",18,"MS",NULL,NULL,89
"S001136","William","Symington","D",13,"MO",NULL,NULL,89
"T000035","Herman","Talmadge","D",9,"GA",NULL,NULL,89
"T000254","Strom","Thurmond","R",10,"SC",NULL,NULL,89
"T000322","John","Tower","R",4,"TX",NULL,NULL,89
"T000445","Joseph","Tydings","D",2,"MD",NULL,NULL,89
"W000502","Harrison","Williams","D",7,"NJ",NULL,NULL,89
"W000518","John","Williams","R",19,"DE",NULL,NULL,89
"Y000006","Ralph","Yarborough","D",8,"TX",NULL,NULL,89
"Y000047","Milton","Young","R",20,"ND",NULL,NULL,89
"Y000053","Stephen","Young","D",7,"OH",NULL,NULL,89
"A000062","George","Aiken","R",27,"VT",NULL,NULL,90
"A000161","Gordon","Allott","R",13,"CO",NULL,NULL,90
"A000186","Clinton","Anderson","D",19,"NM",NULL,NULL,90
"B000063","Howard","Baker","R",1,"TN",NULL,NULL,90
"B000201","Edward","Bartlett","D",9,"AK",NULL,NULL,90
"B000254","Birch","Bayh","D",5,"IN",NULL,NULL,90
"B000384","Wallace","Bennett","R",17,"UT",NULL,NULL,90
"B000436","Alan","Bible","D",13,"NV",NULL,NULL,90
"B000593","James","Boggs","R",7,"DE",NULL,NULL,90
"B000813","Daniel","Brewster","D",5,"MD",NULL,NULL,90
"B000871","Edward","Brooke","R",2,"MA",NULL,NULL,90
"B001077","Quentin","Burdick","D",7,"ND",NULL,NULL,90
"B001209","Harry","Byrd","D",2,"VA",NULL,NULL,90
"B001210","Robert","Byrd","D",9,"WV",NULL,NULL,90
"C000120","Howard","Cannon","D",9,"NV",NULL,NULL,90
"C000154","Frank","Carlson","R",17,"KS",NULL,NULL,90
"C000220","Clifford","Case","R",13,"NJ",NULL,NULL,90
"C000388","Frank","Church","D",11,"ID",NULL,NULL,90
"C000444","Joseph","Clark","D",11,"PA",NULL,NULL,90
"C000721","Marlow","Cook","R",1,"KY",NULL,NULL,90
"C000758","John","Cooper","R",15,"KY",NULL,NULL,90
"C000802","Norris","Cotton","R",13,"NH",NULL,NULL,90
"C001006","Carl","Curtis","R",13,"NE",NULL,NULL,90
"D000360","Everett","Dirksen","R",17,"IL",NULL,NULL,90
"D000390","Thomas","Dodd","D",9,"CT",NULL,NULL,90
"D000409","Peter","Dominick","R",5,"CO",NULL,NULL,90
"E000004","Thomas","Eagleton","D",1,"MO",NULL,NULL,90
"E000018","James","Eastland","D",25,"MS",NULL,NULL,90
"E000112","Allen","Ellender","D",31,"LA",NULL,NULL,90
"E000210","Joseph","Ervin","D",13,"NC",NULL,NULL,90
"F000013","Paul","Fannin","R",3,"AZ",NULL,NULL,90
"F000245","Hiram","Fong","R",8,"HI",NULL,NULL,90
"F000401","James","Fulbright","D",23,"AR",NULL,NULL,90
"G000282","Charles","Goodell","R",1,"NY",NULL,NULL,90
"G000320","Albert","Gore","D",15,"TN",NULL,NULL,90
"G000465","Robert","Griffin","R",1,"MI",NULL,NULL,90
"G000508","Ernest","Gruening","D",9,"AK",NULL,NULL,90
"H000170","Clifford","Hansen","R",1,"WY",NULL,NULL,90
"H000237","Fred","Harris","D",3,"OK",NULL,NULL,90
"H000291","Philip","Hart","D",9,"MI",NULL,NULL,90
"H000297","Rupert","Hartke","D",9,"IN",NULL,NULL,90
"H000343","Mark","Hatfield","R",1,"OR",NULL,NULL,90
"H000385","Carl","Hayden","D",40,"AZ",NULL,NULL,90
"H000559","Bourke","Hickenlooper","R",23,"IA",NULL,NULL,90
"H000598","Joseph","Hill","D",30,"AL",NULL,NULL,90
"H000720","Spessard","Holland","D",21,"FL",NULL,NULL,90
"H000725","Ernest","Hollings","D",1,"SC",NULL,NULL,90
"H000875","Roman","Hruska","R",13,"NE",NULL,NULL,90
"I000025","Daniel","Inouye","D",5,"HI",NULL,NULL,90
"J000013","Henry","Jackson","D",15,"WA",NULL,NULL,90
"J000064","Jacob","Javits","R",11,"NY",NULL,NULL,90
"J000267","Benjamin","Jordan","D",9,"NC",NULL,NULL,90
"J000269","Leonard","Jordan","R",5,"ID",NULL,NULL,90
"K000105","Edward","Kennedy","D",5,"MA",NULL,NULL,90
"K000114","Robert","Kennedy","D",3,"NY",NULL,NULL,90
"K000335","Thomas","Kuchel","R",15,"CA",NULL,NULL,90
"L000122","Frank","Lausche","D",11,"OH",NULL,NULL,90
"L000415","Edward","Long","D",7,"MO",NULL,NULL,90
"L000428","Russell","Long","D",19,"LA",NULL,NULL,90
"M000053","Warren","Magnuson","D",23,"WA",NULL,NULL,90
"M000113","Michael","Mansfield","D",15,"MT",NULL,NULL,90
"M000311","Eugene","McCarthy","I",9,"MN",NULL,NULL,90
"M000332","John","McClellan","D",25,"AR",NULL,NULL,90
"M000445","Gale","McGee","D",9,"WY",NULL,NULL,90
"M000452","George","McGovern","D",5,"SD",NULL,NULL,90
"M000486","Thomas","McIntyre","D",5,"NH",NULL,NULL,90
"M000671","Lee","Metcalf","D",7,"MT",NULL,NULL,90
"M000730","Jack","Miller","R",7,"IA",NULL,NULL,90
"M000851","Walter","Mondale","I",4,"MN",NULL,NULL,90
"M000859","Almer","Monroney","D",17,"OK",NULL,NULL,90
"M000876","Joseph","Montoya","D",3,"NM",NULL,NULL,90
"M001014","Wayne","Morse","D",23,"OR",NULL,NULL,90
"M001022","Thruston","Morton","R",11,"KY",NULL,NULL,90
"M001033","Frank","Moss","D",9,"UT",NULL,NULL,90
"M001078","Karl","Mundt","R",19,"SD",NULL,NULL,90
"M001092","George","Murphy","R",3,"CA",NULL,NULL,90
"M001121","Edmund","Muskie","D",9,"ME",NULL,NULL,90
"N000033","Gaylord","Nelson","D",5,"WI",NULL,NULL,90
"P000100","John","Pastore","D",17,"RI",NULL,NULL,90
"P000166","James","Pearson","R",5,"KS",NULL,NULL,90
"P000193","Claiborne","Pell","D",7,"RI",NULL,NULL,90
"P000222","Charles","Percy","R",2,"IL",NULL,NULL,90
"P000552","Winston","Prouty","R",9,"VT",NULL,NULL,90
"P000553","William","Proxmire","D",10,"WI",NULL,NULL,90
"R000046","Jennings","Randolph","D",9,"WV",NULL,NULL,90
"R000191","Abraham","Ribicoff","D",5,"CT",NULL,NULL,90
"R000536","Richard","Russell","D",34,"GA",NULL,NULL,90
"S000174","Hugh","Scott","R",9,"PA",NULL,NULL,90
"S000505","George","Smathers","D",17,"FL",NULL,NULL,90
"S000590","Margaret","Smith","R",19,"ME",NULL,NULL,90
"S000701","John","Sparkman","D",21,"AL",NULL,NULL,90
"S000739","William","Spong","D",1,"VA",NULL,NULL,90
"S000852","John","Stennis","D",20,"MS",NULL,NULL,90
"S000888","Ted","Stevens","R",1,"AK",NULL,NULL,90
"S001136","William","Symington","D",15,"MO",NULL,NULL,90
"T000035","Herman","Talmadge","D",11,"GA",NULL,NULL,90
"T000254","Strom","Thurmond","R",12,"SC",NULL,NULL,90
"T000322","John","Tower","R",6,"TX",NULL,NULL,90
"T000445","Joseph","Tydings","D",3,"MD",NULL,NULL,90
"W000502","Harrison","Williams","D",9,"NJ",NULL,NULL,90
"W000518","John","Williams","R",21,"DE",NULL,NULL,90
"Y000006","Ralph","Yarborough","D",10,"TX",NULL,NULL,90
"Y000047","Milton","Young","R",22,"ND",NULL,NULL,90
"Y000053","Stephen","Young","D",9,"OH",NULL,NULL,90
"A000062","George","Aiken","R",29,"VT",NULL,NULL,91
"A000127","James","Allen","D",1,"AL",NULL,NULL,91
"A000161","Gordon","Allott","R",15,"CO",NULL,NULL,91
"A000186","Clinton","Anderson","D",21,"NM",NULL,NULL,91
"B000063","Howard","Baker","R",3,"TN",NULL,NULL,91
"B000254","Birch","Bayh","D",7,"IN",NULL,NULL,91
"B000351","Henry","Bellmon","R",1,"OK",NULL,NULL,91
"B000384","Wallace","Bennett","R",19,"UT",NULL,NULL,91
"B000436","Alan","Bible","D",15,"NV",NULL,NULL,91
"B000593","James","Boggs","R",9,"DE",NULL,NULL,91
"B000871","Edward","Brooke","R",3,"MA",NULL,NULL,91
"B001077","Quentin","Burdick","D",9,"ND",NULL,NULL,91
"B001209","Harry","Byrd","D",4,"VA",NULL,NULL,91
"B001210","Robert","Byrd","D",11,"WV",NULL,NULL,91
"C000120","Howard","Cannon","D",11,"NV",NULL,NULL,91
"C000220","Clifford","Case","R",15,"NJ",NULL,NULL,91
"C000388","Frank","Church","D",13,"ID",NULL,NULL,91
"C000721","Marlow","Cook","R",1,"KY",NULL,NULL,91
"C000758","John","Cooper","R",17,"KY",NULL,NULL,91
"C000802","Norris","Cotton","R",15,"NH",NULL,NULL,91
"C000877","Alan","Cranston","D",1,"CA",NULL,NULL,91
"C001006","Carl","Curtis","R",15,"NE",NULL,NULL,91
"D000360","Everett","Dirksen","R",19,"IL",NULL,NULL,91
"D000390","Thomas","Dodd","D",11,"CT",NULL,NULL,91
"D000401","Robert","Dole","R",1,"KS",NULL,NULL,91
"D000409","Peter","Dominick","R",7,"CO",NULL,NULL,91
"E000004","Thomas","Eagleton","D",1,"MO",NULL,NULL,91
"E000018","James","Eastland","D",27,"MS",NULL,NULL,91
"E000112","Allen","Ellender","D",33,"LA",NULL,NULL,91
"E000210","Joseph","Ervin","D",15,"NC",NULL,NULL,91
"F000013","Paul","Fannin","R",5,"AZ",NULL,NULL,91
"F000245","Hiram","Fong","R",10,"HI",NULL,NULL,91
"F000401","James","Fulbright","D",25,"AR",NULL,NULL,91
"G000267","Barry","Goldwater","R",13,"AZ",NULL,NULL,91
"G000282","Charles","Goodell","R",1,"NY",NULL,NULL,91
"G000320","Albert","Gore","D",17,"TN",NULL,NULL,91
"G000388","Maurice","Gravel","D",1,"AK",NULL,NULL,91
"G000465","Robert","Griffin","R",4,"MI",NULL,NULL,91
"G000531","Edward","Gurney","R",1,"FL",NULL,NULL,91
"H000170","Clifford","Hansen","R",3,"WY",NULL,NULL,91
"H000237","Fred","Harris","D",5,"OK",NULL,NULL,91
"H000291","Philip","Hart","D",11,"MI",NULL,NULL,91
"H000297","Rupert","Hartke","D",11,"IN",NULL,NULL,91
"H000343","Mark","Hatfield","R",3,"OR",NULL,NULL,91
"H000720","Spessard","Holland","D",23,"FL",NULL,NULL,91
"H000725","Ernest","Hollings","D",3,"SC",NULL,NULL,91
"H000875","Roman","Hruska","R",15,"NE",NULL,NULL,91
"H000922","Harold","Hughes","D",1,"IA",NULL,NULL,91
"I000025","Daniel","Inouye","D",7,"HI",NULL,NULL,91
"J000013","Henry","Jackson","D",17,"WA",NULL,NULL,91
"J000064","Jacob","Javits","R",13,"NY",NULL,NULL,91
"J000267","Benjamin","Jordan","D",11,"NC",NULL,NULL,91
"J000269","Leonard","Jordan","R",7,"ID",NULL,NULL,91
"K000105","Edward","Kennedy","D",7,"MA",NULL,NULL,91
"L000428","Russell","Long","D",21,"LA",NULL,NULL,91
"M000053","Warren","Magnuson","D",25,"WA",NULL,NULL,91
"M000113","Michael","Mansfield","D",17,"MT",NULL,NULL,91
"M000241","Charles","Mathias","R",1,"MD",NULL,NULL,91
"M000311","Eugene","McCarthy","I",11,"MN",NULL,NULL,91
"M000332","John","McClellan","D",27,"AR",NULL,NULL,91
"M000445","Gale","McGee","D",11,"WY",NULL,NULL,91
"M000452","George","McGovern","D",7,"SD",NULL,NULL,91
"M000486","Thomas","McIntyre","D",7,"NH",NULL,NULL,91
"M000671","Lee","Metcalf","D",9,"MT",NULL,NULL,91
"M000730","Jack","Miller","R",9,"IA",NULL,NULL,91
"M000851","Walter","Mondale","I",5,"MN",NULL,NULL,91
"M000876","Joseph","Montoya","D",5,"NM",NULL,NULL,91
"M001033","Frank","Moss","D",11,"UT",NULL,NULL,91
"M001078","Karl","Mundt","R",21,"SD",NULL,NULL,91
"M001092","George","Murphy","R",5,"CA",NULL,NULL,91
"M001121","Edmund","Muskie","D",11,"ME",NULL,NULL,91
"N000033","Gaylord","Nelson","D",7,"WI",NULL,NULL,91
"P000009","Robert","Packwood","R",1,"OR",NULL,NULL,91
"P000100","John","Pastore","D",19,"RI",NULL,NULL,91
"P000166","James","Pearson","R",7,"KS",NULL,NULL,91
"P000193","Claiborne","Pell","D",9,"RI",NULL,NULL,91
"P000222","Charles","Percy","R",3,"IL",NULL,NULL,91
"P000552","Winston","Prouty","R",11,"VT",NULL,NULL,91
"P000553","William","Proxmire","D",12,"WI",NULL,NULL,91
"R000046","Jennings","Randolph","D",11,"WV",NULL,NULL,91
"R000191","Abraham","Ribicoff","D",7,"CT",NULL,NULL,91
"R000460","William","Roth Jr.","R",1,"DE",NULL,NULL,91
"R000536","Richard","Russell","D",37,"GA",NULL,NULL,91
"S000096","William","Saxbe","R",1,"OH",NULL,NULL,91
"S000159","Richard","Schweiker","R",1,"PA",NULL,NULL,91
"S000174","Hugh","Scott","R",11,"PA",NULL,NULL,91
"S000590","Margaret","Smith","R",21,"ME",NULL,NULL,91
"S000602","Ralph","Smith","R",1,"IL",NULL,NULL,91
"S000701","John","Sparkman","D",23,"AL",NULL,NULL,91
"S000739","William","Spong","D",3,"VA",NULL,NULL,91
"S000852","John","Stennis","D",22,"MS",NULL,NULL,91
"S000888","Ted","Stevens","R",1,"AK",NULL,NULL,91
"S000890","Adlai","Stevenson","D",1,"IL",NULL,NULL,91
"S001136","William","Symington","D",17,"MO",NULL,NULL,91
"T000035","Herman","Talmadge","D",13,"GA",NULL,NULL,91
"T000254","Strom","Thurmond","R",14,"SC",NULL,NULL,91
"T000322","John","Tower","R",8,"TX",NULL,NULL,91
"T000410","John","Tunney","D",1,"CA",NULL,NULL,91
"T000445","Joseph","Tydings","D",5,"MD",NULL,NULL,91
"W000502","Harrison","Williams","D",11,"NJ",NULL,NULL,91
"W000518","John","Williams","R",23,"DE",NULL,NULL,91
"Y000006","Ralph","Yarborough","D",12,"TX",NULL,NULL,91
"Y000047","Milton","Young","R",24,"ND",NULL,NULL,91
"Y000053","Stephen","Young","D",11,"OH",NULL,NULL,91
"A000062","George","Aiken","R",31,"VT",NULL,NULL,92
"A000127","James","Allen","D",3,"AL",NULL,NULL,92
"A000161","Gordon","Allott","R",17,"CO",NULL,NULL,92
"A000186","Clinton","Anderson","D",23,"NM",NULL,NULL,92
"B000063","Howard","Baker","R",5,"TN",NULL,NULL,92
"B000254","Birch","Bayh","D",9,"IN",NULL,NULL,92
"B000272","John","Beall","R",1,"MD",NULL,NULL,92
"B000351","Henry","Bellmon","R",3,"OK",NULL,NULL,92
"B000384","Wallace","Bennett","R",21,"UT",NULL,NULL,92
"B000401","Lloyd","Bentsen","D",1,"TX",NULL,NULL,92
"B000436","Alan","Bible","D",17,"NV",NULL,NULL,92
"B000593","James","Boggs","R",11,"DE",NULL,NULL,92
"B000851","William","Brock","R",1,"TN",NULL,NULL,92
"B000871","Edward","Brooke","R",5,"MA",NULL,NULL,92
"B001026","James","Buckley","I",1,"NY",NULL,NULL,92
"B001077","Quentin","Burdick","D",11,"ND",NULL,NULL,92
"B001209","Harry","Byrd","I",6,"VA",NULL,NULL,92
"B001210","Robert","Byrd","D",13,"WV",NULL,NULL,92
"C000120","Howard","Cannon","D",13,"NV",NULL,NULL,92
"C000220","Clifford","Case","R",17,"NJ",NULL,NULL,92
"C000356","Lawton","Chiles","D",1,"FL",NULL,NULL,92
"C000388","Frank","Church","D",15,"ID",NULL,NULL,92
"C000721","Marlow","Cook","R",3,"KY",NULL,NULL,92
"C000758","John","Cooper","R",19,"KY",NULL,NULL,92
"C000802","Norris","Cotton","R",17,"NH",NULL,NULL,92
"C000877","Alan","Cranston","D",3,"CA",NULL,NULL,92
"C001006","Carl","Curtis","R",17,"NE",NULL,NULL,92
"D000401","Robert","Dole","R",3,"KS",NULL,NULL,92
